GENERATION_PROJECT,gen_tech,gen_load_zone,gen_connect_cost_per_mw,gen_capacity_limit_mw,gen_full_load_heat_rate,gen_variable_om,gen_max_age,gen_min_build_capacity,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_is_variable,gen_is_baseload,gen_is_cogen,gen_energy_source,gen_unit_size,gen_ccs_capture_efficiency,gen_ccs_energy_load,gen_storage_efficiency,gen_store_to_release_ratio
g10786,hydro,2013658,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10787i,hydro,2013659,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10787,hydro,2013659,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10788i,hydro,2013659,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10788,hydro,2013659,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10789i,wind,2013661,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10789,wind,2013661,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10790i,wind,2013662,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10790,wind,2013662,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10791i,hydro,2013663,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10791,hydro,2013663,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10792i,hydro,2013663,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10792,hydro,2013663,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10793i,hydro,2013663,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10793,hydro,2013663,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10794i,hydro,2013663,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10794,hydro,2013663,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10795i,hydro,2013665,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10795,hydro,2013665,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10796i,hydro,2013665,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10796,hydro,2013665,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10797i,hydro,2013669,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10797,hydro,2013669,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10798i,hydro,2013670,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10798,hydro,2013670,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10799i,hydro,2013671,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10799,hydro,2013671,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10800i,hydro,2013672,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10800,hydro,2013672,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10801i,hydro,2013673,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10801,hydro,2013673,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10802i,hydro,2013674,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10802,hydro,2013674,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10803i,ng,2013677,0,5000.0,6.11,10.283154,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10803,ng,2013677,0,.,6.11,10.283154,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10804i,ng,2013678,0,5000.0,6.08,9.240177000000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10804,ng,2013678,0,.,6.08,9.240177000000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10805i,hydro,2013680,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10805,hydro,2013680,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10806i,wind,2013684,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10806,wind,2013684,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10807i,wind,2013685,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10807,wind,2013685,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10808i,wind,2013686,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10808,wind,2013686,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10809i,solar,2013687,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10809,solar,2013687,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10810i,solar,2013687,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10810,solar,2013687,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10811i,solar,2013687,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10811,solar,2013687,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10812i,solar,2013687,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10812,solar,2013687,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10813i,ng,2013693,0,5000.0,6.27,10.016043000000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10813,ng,2013693,0,.,6.27,10.016043000000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10814i,ng,2013694,0,5000.0,6.27,9.988293,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10814,ng,2013694,0,.,6.27,9.988293,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10815i,coal,2013698,0,0.0,11.71,10.143179639999998,40,0,0,0,1,1,0,Coal,.,.,.,.,.
g10815,coal,2013698,0,.,11.71,10.143179639999998,40,0,0,0,1,1,0,Coal,.,.,.,.,.
g10816i,hydro,2020283,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10816,hydro,2020283,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10817i,hydro,2020284,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10817,hydro,2020284,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10818i,ng,2020288,0,5000.0,5.87,9.590508000000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10818,ng,2020288,0,.,5.87,9.590508000000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10819i,wind,2020293,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10819,wind,2020293,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10820i,hydro,2020295,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10820,hydro,2020295,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10821i,ng,2020299,0,5000.0,6.22,10.356695879999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10821,ng,2020299,0,.,6.22,10.356695879999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10822i,ng,2020300,0,5000.0,6.17,9.27474294,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10822,ng,2020300,0,.,6.17,9.27474294,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10823i,ng,2020301,0,5000.0,6.16,9.95289294,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10823,ng,2020301,0,.,6.16,9.95289294,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10824i,ng,2020302,0,5000.0,5.76,9.0034272,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10824,ng,2020302,0,.,5.76,9.0034272,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10825i,solar,2020304,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10825,solar,2020304,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10826i,solar,2020304,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10826,solar,2020304,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10827i,solar,2020306,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10827,solar,2020306,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10828i,solar,2020307,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10828,solar,2020307,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10829i,solar,2020307,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10829,solar,2020307,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10830i,hydro,2020313,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10830,hydro,2020313,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10831i,hydro,2020314,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10831,hydro,2020314,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10832i,hydro,2020315,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10832,hydro,2020315,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10833i,hydro,2020319,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10833,hydro,2020319,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10834i,hydro,2020320,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10834,hydro,2020320,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10835i,hydro,2020323,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10835,hydro,2020323,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10836i,hydro,2020323,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10836,hydro,2020323,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10837i,hydro,2020323,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10837,hydro,2020323,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10838i,hydro,2020328,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10838,hydro,2020328,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10839i,hydro,2020329,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10839,hydro,2020329,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10840i,hydro,2020330,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10840,hydro,2020330,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10841i,hydro,2020330,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10841,hydro,2020330,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10842i,hydro,2020330,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10842,hydro,2020330,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10843i,hydro,2020330,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10843,hydro,2020330,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10844i,ng,2020332,0,5000.0,5.76,9.496032,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10844,ng,2020332,0,.,5.76,9.496032,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10845i,ng,2020332,0,5000.0,5.8,9.548292,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10845,ng,2020332,0,.,5.8,9.548292,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10846i,hydro,2020335,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10846,hydro,2020335,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10847i,hydro,2020335,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10847,hydro,2020335,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10848i,hydro,2020336,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10848,hydro,2020336,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10849i,hydro,2020336,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10849,hydro,2020336,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10850i,ng,2020339,0,5000.0,5.74,8.48569734,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10850,ng,2020339,0,.,5.74,8.48569734,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10851i,ng,2020339,0,5000.0,5.4,7.97917734,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10851,ng,2020339,0,.,5.4,7.97917734,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10852i,ng,2020339,0,5000.0,6.3,9.30454734,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10852,ng,2020339,0,.,6.3,9.30454734,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10853i,hydro,2020344,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10853,hydro,2020344,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10854i,hydro,2020344,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10854,hydro,2020344,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10855i,hydro,2020345,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10855,hydro,2020345,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10856i,hydro,2020345,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10856,hydro,2020345,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10857i,hydro,2020347,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10857,hydro,2020347,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10858i,solar,2020349,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10858,solar,2020349,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10859i,solar,2020349,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10859,solar,2020349,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10860i,solar,2020350,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10860,solar,2020350,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10861i,hydro,2020351,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10861,hydro,2020351,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10862i,hydro,2020351,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10862,hydro,2020351,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10863i,hydro,2020353,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10863,hydro,2020353,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10864i,hydro,2020353,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10864,hydro,2020353,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10865i,ng,2020355,0,5000.0,5.98,9.791312999999997,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10865,ng,2020355,0,.,5.98,9.791312999999997,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10866i,ng,2020355,0,5000.0,5.62,9.195738,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10866,ng,2020355,0,.,5.62,9.195738,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10867i,ng,2020356,0,5000.0,5.79,9.453632999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10867,ng,2020356,0,.,5.79,9.453632999999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10868i,hydro,2020357,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10868,hydro,2020357,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10869i,hydro,2020357,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10869,hydro,2020357,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10870i,hydro,2020357,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10870,hydro,2020357,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10871i,solar,2020359,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10871,solar,2020359,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10872i,wind,2020363,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10872,wind,2020363,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10873i,hydro,2020367,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10873,hydro,2020367,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10874i,hydro,2020368,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10874,hydro,2020368,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10875i,hydro,2020369,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10875,hydro,2020369,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10876i,hydro,2020369,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10876,hydro,2020369,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10877i,hydro,2020370,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10877,hydro,2020370,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10878i,hydro,2020371,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10878,hydro,2020371,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10879i,hydro,2020371,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10879,hydro,2020371,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10880i,hydro,2020372,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10880,hydro,2020372,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10881i,hydro,2020372,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10881,hydro,2020372,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10882i,hydro,2020372,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10882,hydro,2020372,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10883i,hydro,2020376,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10883,hydro,2020376,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10884i,hydro,2020377,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10884,hydro,2020377,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10885i,hydro,2020379,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10885,hydro,2020379,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10886i,hydro,2020379,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10886,hydro,2020379,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10887i,hydro,2020383,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10887,hydro,2020383,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10888i,hydro,2020384,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10888,hydro,2020384,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10889i,hydro,2020385,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10889,hydro,2020385,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10890i,hydro,2020385,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10890,hydro,2020385,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10891i,hydro,2020385,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10891,hydro,2020385,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10892i,hydro,2020390,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10892,hydro,2020390,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10893i,hydro,2020391,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10893,hydro,2020391,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10894i,hydro,2020392,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10894,hydro,2020392,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10895i,hydro,2020393,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10895,hydro,2020393,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10896i,hydro,2020394,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10896,hydro,2020394,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10897i,hydro,2020395,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10897,hydro,2020395,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10898i,hydro,2020396,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10898,hydro,2020396,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10899i,hydro,2020396,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10899,hydro,2020396,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10900i,hydro,2020396,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10900,hydro,2020396,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10901i,hydro,2020397,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10901,hydro,2020397,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10902i,hydro,2020397,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10902,hydro,2020397,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10903i,solar,2020401,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10903,solar,2020401,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10904i,solar,2020401,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10904,solar,2020401,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10905i,hydro,2020406,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10905,hydro,2020406,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10906i,hydro,2020407,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10906,hydro,2020407,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10907i,hydro,2020410,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10907,hydro,2020410,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10908i,hydro,2020412,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10908,hydro,2020412,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10909i,hydro,2020413,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10909,hydro,2020413,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10910i,hydro,2020415,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10910,hydro,2020415,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10911i,hydro,2020416,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10911,hydro,2020416,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10912i,hydro,2020416,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10912,hydro,2020416,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10913i,hydro,2020416,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10913,hydro,2020416,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10914i,hydro,2020416,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10914,hydro,2020416,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10915i,hydro,2020418,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10915,hydro,2020418,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10916i,hydro,2020418,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10916,hydro,2020418,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10917i,ng,2020428,0,5000.0,6.16,11.173188000000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10917,ng,2020428,0,.,6.16,11.173188000000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10918i,ng,2020429,0,5000.0,6.12,9.747684,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
