GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om
g13429,2019,7696000,0.0
g13430,2019,7696000,0.0
g13431,2019,7696000,0.0
g13432,2019,7696000,0.0
g13433,2019,7696000,0.0
g13434,2019,7696000,0.0
g13435,2019,7696000,0.0
g13436,2019,7696000,0.0
g13437,2019,7696000,0.0
g13438,2019,7696000,0.0
g13439,2019,7696000,0.0
g13440,2019,7696000,0.0
g13441,2019,7696000,0.0
g13442,2019,7696000,0.0
g13443,2019,7696000,0.0
g13444,2019,7696000,0.0
g13445,2019,7696000,0.0
g13446,2019,7696000,0.0
g13447,2019,7696000,0.0
g13448,2019,7696000,0.0
g13449,2019,7696000,0.0
g13450,2019,7696000,0.0
g13451,2019,7696000,0.0
g13452,2019,7696000,0.0
g13453,2019,7696000,0.0
g13454,2019,7696000,0.0
g13455,2019,7696000,0.0
g13456,2019,7696000,0.0
g13457,2019,7696000,0.0
g13458,2019,7696000,0.0
g13459,2019,7696000,0.0
g13460,2019,7696000,0.0
g13911,2019,5342000,0.0
g13912,2019,5342000,0.0
g13913,2019,5342000,0.0
g13914,2019,5342000,0.0
g13915,2019,5342000,0.0
g13916,2019,5342000,0.0
g13917,2019,5342000,0.0
g13918,2019,5342000,0.0
g13919,2019,5342000,0.0
g13920,2019,5342000,0.0
g13921,2019,5342000,0.0
g13922,2019,5342000,0.0
g13923,2019,5342000,0.0
g13924,2019,5342000,0.0
g13925,2019,5342000,0.0
g13926,2019,5342000,0.0
g13927,2019,5342000,0.0
g13928,2019,5342000,0.0
g13929,2019,5342000,0.0
g13930,2019,5342000,0.0
g13931,2019,5342000,0.0
g13932,2019,5342000,0.0
g13933,2019,5342000,0.0
g13934,2019,5342000,0.0
g13935,2019,1616000,0.0
g13936,2019,1616000,0.0
g13937,2019,1616000,0.0
g13938,2019,1616000,0.0
g13939,2019,1616000,0.0
g13940,2019,1616000,0.0
g13941,2019,1616000,0.0
g13942,2019,1616000,0.0
g13943,2019,1616000,0.0
g13944,2019,1616000,0.0
g13951,2019,1600000,0.0
g13952,2019,1600000,0.0
g13953,2019,1600000,0.0
g13954,2019,1600000,0.0
g13955,2019,1600000,0.0
g13956,2019,1600000,0.0
g13957,2019,1600000,0.0
g13958,2019,1600000,0.0
g13959,2019,1600000,0.0
g13960,2019,1600000,0.0
g13961,2019,1600000,0.0
g13962,2019,1600000,0.0
g13963,2019,1600000,0.0
g13964,2019,1600000,0.0
g13965,2019,1600000,0.0
g13966,2019,1600000,0.0
g13967,2019,1600000,0.0
g13968,2019,1600000,0.0
g13969,2019,1600000,0.0
g13970,2019,1600000,0.0
g13971,2019,1600000,0.0
g13972,2019,1600000,0.0
g13973,2019,1600000,0.0
g13974,2019,1600000,0.0
g13975,2019,1600000,0.0
g13976,2019,1600000,0.0
g13977,2019,1600000,0.0
g13978,2019,1600000,0.0
g13979,2019,1600000,0.0
g13980,2019,1600000,0.0
g13981,2019,1600000,0.0
g13982,2019,1600000,0.0
g13983,2019,1600000,0.0
g13984,2019,1600000,0.0
g13985,2019,1600000,0.0
g13986,2019,1600000,0.0
g13987,2019,1600000,0.0
g13988,2019,1600000,0.0
g13989,2019,1600000,0.0
g13990,2019,1600000,0.0
g13991,2019,1600000,0.0
g13992,2019,1600000,0.0
g14007,2019,1956000,0.0
g14008,2019,1956000,0.0
g14009,2019,1956000,0.0
g14010,2019,1956000,0.0
g14011,2019,1956000,0.0
g14012,2019,1956000,0.0
g14013,2019,1956000,0.0
g14014,2019,1956000,0.0
g14015,2019,1956000,0.0
g14016,2019,1956000,0.0
g14017,2019,1956000,0.0
g14018,2019,1956000,0.0
g14019,2019,1956000,0.0
g10390i,2030,5983000,0.0
g10391i,2030,5983000,0.0
g10392i,2030,5983000,0.0
g10393i,2030,5983000,0.0
g10394i,2030,5983000,0.0
g10395i,2030,5983000,0.0
g10396i,2030,5983000,0.0
g10397i,2030,1956000,0.0
g10398i,2030,5983000,0.0
g10399i,2030,5983000,0.0
g10400i,2030,1956000,0.0
g10401i,2030,1956000,0.0
g10402i,2030,5983000,0.0
g10403i,2030,5983000,0.0
g10404i,2030,5983000,0.0
g10405i,2030,5983000,0.0
g10406i,2030,5983000,0.0
g10407i,2030,5983000,0.0
g10408i,2030,5983000,0.0
g10409i,2030,5983000,0.0
g10410i,2030,5983000,0.0
g10411i,2030,5983000,0.0
g10412i,2030,5983000,0.0
g10413i,2030,5983000,0.0
g10414i,2030,5983000,0.0
g10415i,2030,5983000,0.0
g10416i,2030,5983000,0.0
g10417i,2030,5983000,0.0
g10418i,2030,5983000,0.0
g10419i,2030,5983000,0.0
g10420i,2030,5983000,0.0
g10421i,2030,5983000,0.0
g10422i,2030,5983000,0.0
g10423i,2030,1616000,61861.06691800189
g10424i,2030,1616000,61861.06691800189
g10425i,2030,5983000,0.0
g10426i,2030,5983000,0.0
g10427i,2030,5983000,0.0
g10428i,2030,1956000,0.0
g10429i,2030,5983000,0.0
g10430i,2030,5983000,0.0
g10431i,2030,5983000,0.0
g10432i,2030,5983000,0.0
g10433i,2030,5983000,0.0
g10434i,2030,5983000,0.0
g10435i,2030,5983000,0.0
g10436i,2030,5983000,0.0
g10437i,2030,5983000,0.0
g10438i,2030,5983000,0.0
g10439i,2030,5983000,0.0
g10440i,2030,5983000,0.0
g10441i,2030,1600000,0.0
g10442i,2030,1956000,0.0
g10443i,2030,5983000,0.0
g10444i,2030,5983000,0.0
g10445i,2030,5983000,0.0
g10446i,2030,5983000,0.0
g10447i,2030,1600000,0.0
g10448i,2030,1600000,0.0
g10449i,2030,5983000,0.0
g10450i,2030,5983000,0.0
g10451i,2030,1600000,0.0
g10452i,2030,1600000,0.0
g10453i,2030,1600000,0.0
g10454i,2030,1600000,0.0
g10455i,2030,1600000,0.0
g10456i,2030,1600000,0.0
g10457i,2030,1600000,0.0
g10458i,2030,1956000,0.0
g10459i,2030,1616000,186505.4417266187
g10460i,2030,1616000,186505.4417266187
g10461i,2030,1616000,186505.4417266187
g10462i,2030,1616000,186505.4417266187
g10463i,2030,1956000,0.0
g10464i,2030,5983000,0.0
g10465i,2030,5983000,0.0
g10466i,2030,5983000,0.0
g10467i,2030,5983000,0.0
g10468i,2030,5983000,0.0
g10469i,2030,5983000,0.0
g10470i,2030,7186000,73876.0
g10471i,2030,5983000,0.0
g10472i,2030,5983000,0.0
g10473i,2030,1600000,0.0
g10474i,2030,1600000,0.0
g10475i,2030,1956000,0.0
g10476i,2030,5983000,0.0
g10477i,2030,5983000,0.0
g10478i,2030,5983000,0.0
g10479i,2030,5983000,0.0
g10480i,2030,5983000,0.0
g10481i,2030,5983000,0.0
g10482i,2030,1616000,96831.89696287963
g10483i,2030,1616000,96831.89696287963
g10484i,2030,1600000,0.0
g10485i,2030,5983000,0.0
g10486i,2030,5983000,0.0
g10487i,2030,5983000,0.0
g10488i,2030,5983000,0.0
g10489i,2030,5983000,0.0
g10490i,2030,5983000,0.0
g10491i,2030,5983000,0.0
g10492i,2030,5983000,0.0
g10493i,2030,5983000,0.0
g10494i,2030,5983000,0.0
g10495i,2030,5983000,0.0
g10496i,2030,5983000,0.0
g10497i,2030,5255000,22570.891903000414
g10498i,2030,5255000,145846.26960361758
g10499i,2030,5983000,0.0
g10500i,2030,5983000,0.0
g10501i,2030,5983000,0.0
g10502i,2030,5983000,0.0
g10503i,2030,5983000,0.0
g10504i,2030,5983000,0.0
g10505i,2030,1616000,131572.64854368934
g10506i,2030,5983000,0.0
g10507i,2030,5983000,0.0
g10508i,2030,5983000,0.0
g10509i,2030,5983000,0.0
g10510i,2030,5983000,0.0
g10511i,2030,5983000,0.0
g10512i,2030,5983000,0.0
g10513i,2030,5983000,0.0
g10514i,2030,1616000,97824.45649202734
g10515i,2030,1616000,204425.63713527852
g10516i,2030,1616000,92533.55744680851
g10517i,2030,1616000,92533.55744680851
g10518i,2030,1616000,92533.55744680851
g10519i,2030,1616000,92533.55744680851
g10520i,2030,5983000,0.0
g10521i,2030,5983000,0.0
g10522i,2030,1956000,0.0
g10523i,2030,5983000,0.0
g10524i,2030,5983000,0.0
g10525i,2030,5983000,0.0
g10526i,2030,5983000,0.0
g10527i,2030,5983000,0.0
g10528i,2030,5983000,0.0
g10529i,2030,5983000,0.0
g10530i,2030,5983000,0.0
g10531i,2030,5983000,0.0
g10532i,2030,5983000,0.0
g10533i,2030,5983000,0.0
g10534i,2030,1616000,100858.66382978724
g10535i,2030,1616000,100858.66382978724
g10536i,2030,5983000,0.0
g10537i,2030,5983000,0.0
g10538i,2030,1616000,47877.85962951821
g10539i,2030,1616000,47877.85962951821
g10540i,2030,1616000,47877.85962951821
g10541i,2030,1956000,0.0
g10542i,2030,5983000,0.0
g10543i,2030,5983000,0.0
g10544i,2030,1600000,0.0
g10545i,2030,1600000,0.0
g10546i,2030,1600000,0.0
g10547i,2030,5983000,0.0
g10548i,2030,5983000,0.0
g10549i,2030,5983000,0.0
g10550i,2030,5983000,0.0
g10551i,2030,5983000,0.0
g10552i,2030,5983000,0.0
g10553i,2030,5983000,0.0
g10554i,2030,5983000,0.0
g10555i,2030,5983000,0.0
g10556i,2030,5983000,0.0
g10557i,2030,5983000,0.0
g10558i,2030,5983000,0.0
g10559i,2030,1956000,0.0
g10560i,2030,1956000,0.0
g10561i,2030,5983000,0.0
g10562i,2030,5983000,0.0
g10563i,2030,5983000,0.0
g10564i,2030,1616000,288493.7538461538
g10565i,2030,5983000,0.0
g10566i,2030,5983000,0.0
g10567i,2030,5983000,0.0
g10568i,2030,5983000,0.0
g10569i,2030,1956000,0.0
g10570i,2030,1956000,0.0
g10571i,2030,1956000,0.0
g10572i,2030,1956000,0.0
g10573i,2030,1616000,50113.167489730935
g10574i,2030,1616000,50113.167489730935
g10575i,2030,1616000,50113.167489730935
g10576i,2030,5983000,0.0
g10577i,2030,5983000,0.0
g10578i,2030,5983000,0.0
g10579i,2030,5983000,0.0
g10580i,2030,5983000,0.0
g10581i,2030,5983000,0.0
g10582i,2030,1616000,67153.42666197677
g10583i,2030,1616000,67153.42666197677
g10584i,2030,5983000,0.0
g10585i,2030,5983000,0.0
g10586i,2030,5983000,0.0
g10587i,2030,5983000,0.0
g10588i,2030,5983000,0.0
g10589i,2030,5983000,0.0
g10590i,2030,5983000,0.0
g10591i,2030,5983000,0.0
g10592i,2030,5983000,0.0
g10593i,2030,5983000,0.0
g10594i,2030,5983000,0.0
g10595i,2030,5983000,0.0
g10596i,2030,5983000,0.0
g10597i,2030,5983000,0.0
g10598i,2030,5983000,0.0
g10599i,2030,1616000,91611.81674897551
g10600i,2030,1616000,91611.81674897551
g10601i,2030,1616000,91611.81674897551
g10602i,2030,1600000,0.0
g10603i,2030,1600000,0.0
g10604i,2030,1600000,0.0
g10605i,2030,1600000,0.0
g10606i,2030,5983000,0.0
g10607i,2030,5983000,0.0
g10608i,2030,5983000,0.0
g10609i,2030,5983000,0.0
g10610i,2030,5983000,0.0
g10611i,2030,5983000,0.0
g10612i,2030,5983000,0.0
g10613i,2030,5983000,0.0
g10614i,2030,5983000,0.0
g10615i,2030,5983000,0.0
g10616i,2030,1616000,46006.95483870969
g10617i,2030,1956000,0.0
g10618i,2030,1956000,0.0
g10619i,2030,5983000,0.0
g10620i,2030,5983000,0.0
g10621i,2030,5983000,0.0
g10622i,2030,5983000,0.0
g10623i,2030,1956000,0.0
g10624i,2030,1956000,0.0
g10625i,2030,1616000,635418.1263157894
g10626i,2030,1616000,635418.1263157894
g10627i,2030,1616000,635418.1263157894
g10628i,2030,1616000,635418.1263157894
g10629i,2030,1956000,0.0
g10630i,2030,1956000,0.0
g10631i,2030,1616000,61764.86520376176
g10632i,2030,1616000,61764.86520376176
g10633i,2030,5983000,0.0
g10634i,2030,5983000,0.0
g10635i,2030,5983000,0.0
g10636i,2030,5983000,0.0
g10637i,2030,5983000,0.0
g10638i,2030,5983000,0.0
g10639i,2030,5983000,0.0
g10640i,2030,5983000,0.0
g10641i,2030,5983000,0.0
g10642i,2030,1956000,0.0
g10643i,2030,5983000,0.0
g10644i,2030,5983000,0.0
g10645i,2030,5983000,0.0
g10646i,2030,1616000,221929.65709312444
g10647i,2030,1616000,221929.65709312444
g10648i,2030,1616000,221929.65709312444
g10649i,2030,1616000,221929.65709312444
g10650i,2030,1616000,221929.65709312444
g10651i,2030,1616000,221929.65709312444
g10652i,2030,1956000,0.0
g10653i,2030,1956000,0.0
g10654i,2030,5983000,0.0
g10655i,2030,5983000,0.0
g10656i,2030,5983000,0.0
g10657i,2030,5983000,0.0
g10658i,2030,5983000,0.0
g10659i,2030,5983000,0.0
g10660i,2030,1956000,0.0
g10661i,2030,1956000,0.0
g10662i,2030,1956000,0.0
g10663i,2030,5983000,0.0
g10664i,2030,5983000,0.0
g10665i,2030,5983000,0.0
g10666i,2030,1600000,0.0
g10667i,2030,1600000,0.0
g10668i,2030,1600000,0.0
g10669i,2030,5983000,0.0
g10670i,2030,5983000,0.0
g10671i,2030,5983000,0.0
g10672i,2030,5983000,0.0
g10673i,2030,5983000,0.0
g10674i,2030,5983000,0.0
g10675i,2030,1616000,48256.240208877294
g10676i,2030,1616000,48256.240208877294
g10677i,2030,1616000,48256.240208877294
g10678i,2030,1600000,0.0
g10679i,2030,5983000,0.0
g10680i,2030,5983000,0.0
g10681i,2030,1956000,0.0
g10682i,2030,1956000,0.0
g10683i,2030,1956000,0.0
g10684i,2030,1956000,0.0
g10685i,2030,1956000,0.0
g10686i,2030,1956000,0.0
g10687i,2030,1616000,257166.78367346938
g10688i,2030,1616000,257166.78367346938
g10689i,2030,1616000,257166.78367346938
g10690i,2030,1616000,257166.78367346938
g10691i,2030,5983000,0.0
g10692i,2030,5983000,0.0
g10693i,2030,5983000,0.0
g10694i,2030,1956000,0.0
g10695i,2030,5983000,0.0
g10696i,2030,5983000,0.0
g10697i,2030,1616000,62958.62202189311
g10698i,2030,1616000,62958.62202189311
g10699i,2030,1616000,62958.62202189311
g10700i,2030,1616000,62958.62202189311
g10701i,2030,5983000,0.0
g10702i,2030,5983000,0.0
g10703i,2030,5983000,0.0
g10704i,2030,5983000,0.0
g10705i,2030,1600000,0.0
g10706i,2030,1600000,0.0
g10707i,2030,1600000,0.0
g10708i,2030,1600000,0.0
g10709i,2030,1600000,0.0
g10710i,2030,1600000,0.0
g10711i,2030,1600000,0.0
g10712i,2030,1616000,70502.37476530229
g10713i,2030,1616000,70502.37476530229
g10714i,2030,1616000,59738.515283842804
g10715i,2030,1616000,59738.515283842804
g10716i,2030,1616000,59738.515283842804
g10717i,2030,1600000,0.0
g10718i,2030,1600000,0.0
g10719i,2030,1600000,0.0
g10720i,2030,1600000,0.0
g10721i,2030,1600000,0.0
g10722i,2030,1956000,0.0
g10723i,2030,1600000,0.0
g10724i,2030,1600000,0.0
g10725i,2030,1956000,0.0
g10726i,2030,1956000,0.0
g10727i,2030,1956000,0.0
g10728i,2030,5983000,0.0
g10729i,2030,5983000,0.0
g10730i,2030,5983000,0.0
g10731i,2030,5983000,0.0
g10732i,2030,5983000,0.0
g10733i,2030,5983000,0.0
g10734i,2030,5983000,0.0
g10735i,2030,5983000,0.0
g10736i,2030,5983000,0.0
g10737i,2030,5983000,0.0
g10738i,2030,1956000,0.0
g10739i,2030,5983000,0.0
g10740i,2030,5983000,0.0
g10741i,2030,5983000,0.0
g10742i,2030,5983000,0.0
g10743i,2030,5983000,0.0
g10744i,2030,5983000,0.0
g10745i,2030,5983000,0.0
g10746i,2030,5983000,0.0
g10747i,2030,5983000,0.0
g10748i,2030,1956000,0.0
g10749i,2030,5983000,0.0
g10750i,2030,5983000,0.0
g10751i,2030,5983000,0.0
g10752i,2030,1956000,0.0
g10753i,2030,1956000,0.0
g10754i,2030,1956000,0.0
g10755i,2030,1956000,0.0
g10756i,2030,1956000,0.0
g10757i,2030,5983000,0.0
g10758i,2030,5983000,0.0
g10759i,2030,5983000,0.0
g10760i,2030,5983000,0.0
g10761i,2030,5983000,0.0
g10762i,2030,5983000,0.0
g10763i,2030,1600000,0.0
g10764i,2030,1600000,0.0
g10765i,2030,1600000,0.0
g10766i,2030,5983000,0.0
g10767i,2030,1956000,0.0
g10768i,2030,1956000,0.0
g10769i,2030,1956000,0.0
g10770i,2030,1616000,89696.30296827022
g10771i,2030,1616000,89696.30296827022
g10772i,2030,1616000,89696.30296827022
g10773i,2030,1616000,89696.30296827022
g10774i,2030,1616000,89696.30296827022
g10775i,2030,1616000,89696.30296827022
g10776i,2030,1616000,663758.0587155963
g10777i,2030,1616000,555244.241221374
g10778i,2030,1616000,305078.62040816323
g10779i,2030,5983000,0.0
g10780i,2030,5983000,0.0
g10781i,2030,5983000,0.0
g10782i,2030,5983000,0.0
g10783i,2030,5983000,0.0
g10784i,2030,5983000,0.0
g10785i,2030,5983000,0.0
g10786i,2030,5983000,0.0
g10787i,2030,5983000,0.0
g10788i,2030,5983000,0.0
g10789i,2030,1956000,0.0
g10790i,2030,1956000,0.0
g10791i,2030,5983000,0.0
g10792i,2030,5983000,0.0
g10793i,2030,5983000,0.0
g10794i,2030,5983000,0.0
g10795i,2030,5983000,0.0
g10796i,2030,5983000,0.0
g10797i,2030,5983000,0.0
g10798i,2030,5983000,0.0
g10799i,2030,5983000,0.0
g10800i,2030,5983000,0.0
g10801i,2030,5983000,0.0
g10802i,2030,5983000,0.0
g10803i,2030,1616000,66688.32334494774
g10804i,2030,1616000,66688.32334494774
g10805i,2030,5983000,0.0
g10806i,2030,1956000,0.0
g10807i,2030,1956000,0.0
g10808i,2030,1956000,0.0
g10809i,2030,1600000,0.0
g10810i,2030,1600000,0.0
g10811i,2030,1600000,0.0
g10812i,2030,1600000,0.0
g10813i,2030,1616000,46771.14534161491
g10814i,2030,1616000,46771.14534161491
g10815i,2030,5255000,107232.866740291
g10816i,2030,5983000,0.0
g10817i,2030,5983000,0.0
g10818i,2030,1616000,109075.65194805193
g10819i,2030,1956000,0.0
g10820i,2030,5983000,0.0
g10821i,2030,1616000,47266.07824146208
g10822i,2030,1616000,47266.07824146208
g10823i,2030,1616000,47266.07824146208
g10824i,2030,1616000,263867.73986013985
g10825i,2030,1600000,0.0
g10826i,2030,1600000,0.0
g10827i,2030,1600000,0.0
g10828i,2030,1600000,0.0
g10829i,2030,1600000,0.0
g10830i,2030,5983000,0.0
g10831i,2030,5983000,0.0
g10832i,2030,5983000,0.0
g10833i,2030,5983000,0.0
g10834i,2030,5983000,0.0
g10835i,2030,5983000,0.0
g10836i,2030,5983000,0.0
g10837i,2030,5983000,0.0
g10838i,2030,5983000,0.0
g10839i,2030,5983000,0.0
g10840i,2030,5983000,0.0
g10841i,2030,5983000,0.0
g10842i,2030,5983000,0.0
g10843i,2030,5983000,0.0
g10844i,2030,1616000,231033.05454545456
g10845i,2030,1616000,231033.05454545456
g10846i,2030,5983000,0.0
g10847i,2030,5983000,0.0
g10848i,2030,5983000,0.0
g10849i,2030,5983000,0.0
g10850i,2030,1616000,146434.76861167
g10851i,2030,1616000,146434.76861167
g10852i,2030,1616000,146434.76861167
g10853i,2030,5983000,0.0
g10854i,2030,5983000,0.0
g10855i,2030,5983000,0.0
g10856i,2030,5983000,0.0
g10857i,2030,5983000,0.0
g10858i,2030,1600000,0.0
g10859i,2030,1600000,0.0
g10860i,2030,1600000,0.0
g10861i,2030,5983000,0.0
g10862i,2030,5983000,0.0
g10863i,2030,5983000,0.0
g10864i,2030,5983000,0.0
g10865i,2030,1616000,214617.30461538464
g10866i,2030,1616000,148034.26666666666
g10867i,2030,1616000,214617.30461538464
g10868i,2030,5983000,0.0
g10869i,2030,5983000,0.0
g10870i,2030,5983000,0.0
g10871i,2030,1600000,0.0
g10872i,2030,1956000,0.0
g10873i,2030,5983000,0.0
g10874i,2030,5983000,0.0
g10875i,2030,5983000,0.0
g10876i,2030,5983000,0.0
g10877i,2030,5983000,0.0
g10878i,2030,5983000,0.0
g10879i,2030,5983000,0.0
g10880i,2030,5983000,0.0
g10881i,2030,5983000,0.0
g10882i,2030,5983000,0.0
g10883i,2030,5983000,0.0
g10884i,2030,5983000,0.0
g10885i,2030,5983000,0.0
g10886i,2030,5983000,0.0
g10887i,2030,5983000,0.0
g10888i,2030,5983000,0.0
g10889i,2030,5983000,0.0
g10890i,2030,5983000,0.0
g10891i,2030,5983000,0.0
g10892i,2030,5983000,0.0
g10893i,2030,5983000,0.0
g10894i,2030,5983000,0.0
g10895i,2030,5983000,0.0
g10896i,2030,5983000,0.0
g10897i,2030,5983000,0.0
g10898i,2030,5983000,0.0
g10899i,2030,5983000,0.0
g10900i,2030,5983000,0.0
g10901i,2030,5983000,0.0
g10902i,2030,5983000,0.0
g10903i,2030,1600000,0.0
g10904i,2030,1600000,0.0
g10905i,2030,5983000,0.0
g10906i,2030,5983000,0.0
g10907i,2030,5983000,0.0
g10908i,2030,5983000,0.0
g10909i,2030,5983000,0.0
g10910i,2030,5983000,0.0
g10911i,2030,5983000,0.0
g10912i,2030,5983000,0.0
g10913i,2030,5983000,0.0
g10914i,2030,5983000,0.0
g10915i,2030,5983000,0.0
g10916i,2030,5983000,0.0
g10917i,2030,1616000,50829.48679245282
g10918i,2030,1616000,50829.48679245282
g10919i,2030,1616000,50829.48679245282
g10920i,2030,1600000,0.0
g10921i,2030,1600000,0.0
g10922i,2030,1600000,0.0
g10923i,2030,1600000,0.0
g10924i,2030,1600000,0.0
g10925i,2030,1600000,0.0
g10926i,2030,5983000,0.0
g10927i,2030,5983000,0.0
g10928i,2030,5983000,0.0
g10929i,2030,5983000,0.0
g10930i,2030,5983000,0.0
g10931i,2030,5983000,0.0
g10932i,2030,5983000,0.0
g10933i,2030,5983000,0.0
g10934i,2030,5983000,0.0
g10935i,2030,1600000,0.0
g10936i,2030,1600000,0.0
g10937i,2030,1600000,0.0
g10938i,2030,1600000,0.0
g10939i,2030,1600000,0.0
g10940i,2030,1600000,0.0
g10941i,2030,1616000,159891.2363636364
g10942i,2030,5983000,0.0
g10943i,2030,1616000,167459.51489361702
g10944i,2030,1616000,166509.0799154334
g10945i,2030,5983000,0.0
g10946i,2030,5983000,0.0
g10947i,2030,5983000,0.0
g10948i,2030,1600000,0.0
g10949i,2030,1600000,0.0
g10950i,2030,1616000,57472.77975887248
g10951i,2030,1616000,57472.77975887248
g10952i,2030,1616000,57472.77975887248
g10953i,2030,1616000,161343.11020408163
g10954i,2030,5983000,0.0
g10955i,2030,1600000,0.0
g10956i,2030,1600000,0.0
g10957i,2030,1600000,0.0
g10958i,2030,1600000,0.0
g10959i,2030,1600000,0.0
g10960i,2030,1600000,0.0
g10961i,2030,5983000,0.0
g10962i,2030,5983000,0.0
g10963i,2030,5983000,0.0
g10964i,2030,5983000,0.0
g10965i,2030,1600000,0.0
g10966i,2030,1600000,0.0
g10967i,2030,1600000,0.0
g10968i,2030,1600000,0.0
g10969i,2030,1600000,0.0
g10970i,2030,1600000,0.0
g10971i,2030,5983000,0.0
g10972i,2030,5983000,0.0
g10973i,2030,1600000,0.0
g10974i,2030,1600000,0.0
g10975i,2030,1600000,0.0
g10976i,2030,1600000,0.0
g10977i,2030,1616000,303910.0390243903
g10978i,2030,1616000,303910.0390243903
g10979i,2030,1616000,210939.9824320615
g10980i,2030,1616000,210939.9824320615
g10981i,2030,1616000,210939.9824320615
g10982i,2030,1616000,303910.0390243903
g10983i,2030,5983000,0.0
g10984i,2030,5983000,0.0
g10985i,2030,1616000,177676.69090909092
g10986i,2030,1616000,159034.10602409643
g10987i,2030,1616000,159034.10602409643
g10988i,2030,1616000,159034.10602409643
g10989i,2030,1600000,0.0
g10990i,2030,1600000,0.0
g10991i,2030,1600000,0.0
g10992i,2030,1600000,0.0
g10993i,2030,5983000,0.0
g10994i,2030,5983000,0.0
g10995i,2030,5983000,0.0
g10996i,2030,5983000,0.0
g10997i,2030,5983000,0.0
g10998i,2030,1616000,98607.98021851639
g10999i,2030,1616000,98607.98021851639
g11000i,2030,5983000,0.0
g11001i,2030,5983000,0.0
g11002i,2030,5983000,0.0
g11003i,2030,5983000,0.0
g11004i,2030,5983000,0.0
g11005i,2030,1616000,928745.852522639
g11006i,2030,1616000,928745.852522639
g11007i,2030,1616000,928745.852522639
g11008i,2030,1616000,928745.852522639
g11009i,2030,1616000,928745.852522639
g11010i,2030,1616000,928745.852522639
g11011i,2030,1616000,270683.37046352855
g11012i,2030,1616000,270683.37046352855
g11013i,2030,1616000,270683.37046352855
g11014i,2030,1616000,270683.37046352855
g11015i,2030,1616000,270683.37046352855
g11016i,2030,1616000,270683.37046352855
g11017i,2030,5983000,0.0
g11018i,2030,5983000,0.0
g11019i,2030,5983000,0.0
g11020i,2030,5983000,0.0
g11021i,2030,5983000,0.0
g11022i,2030,5983000,0.0
g11023i,2030,5983000,0.0
g11024i,2030,5983000,0.0
g11025i,2030,5983000,0.0
g11026i,2030,5983000,0.0
g11027i,2030,5983000,0.0
g11028i,2030,5983000,0.0
g11029i,2030,1616000,51631.94782608696
g11030i,2030,1616000,51631.94782608696
g11031i,2030,1616000,51631.94782608696
g11032i,2030,1616000,51631.94782608696
g11033i,2030,1956000,0.0
g11034i,2030,1956000,0.0
g11035i,2030,1956000,0.0
g11036i,2030,1956000,0.0
g11037i,2030,1616000,47465.845345090725
g11038i,2030,1616000,47465.845345090725
g11039i,2030,1616000,47465.845345090725
g11040i,2030,1616000,47465.845345090725
g11041i,2030,1956000,0.0
g11042i,2030,1956000,0.0
g11043i,2030,1956000,0.0
g11044i,2030,1956000,0.0
g11045i,2030,1956000,0.0
g11046i,2030,1956000,0.0
g11047i,2030,1616000,51702.531829404084
g11048i,2030,1616000,51702.531829404084
g11049i,2030,1616000,51702.531829404084
g11050i,2030,1616000,154819.73115137347
g11051i,2030,1616000,154819.73115137347
g11052i,2030,1616000,154819.73115137347
g11053i,2030,1616000,539314.2666666667
g11054i,2030,1616000,539314.2666666667
g11055i,2030,5255000,99959.89391604195
g11056i,2030,1616000,284389.41818181815
g11057i,2030,1616000,284389.41818181815
g11058i,2030,1616000,125962.06153846154
g11059i,2030,1616000,125962.06153846154
g11060i,2030,1616000,42830.909673697024
g11061i,2030,1616000,42830.909673697024
g11062i,2030,1616000,42830.909673697024
g11063i,2030,1616000,48757.671826625396
g11064i,2030,1616000,48757.671826625396
g11065i,2030,1616000,48757.671826625396
g11066i,2030,1600000,0.0
g11067i,2030,1600000,0.0
g11068i,2030,1616000,167459.51489361702
g11069i,2030,1616000,167459.51489361702
g11070i,2030,1616000,167459.51489361702
g11071i,2030,1616000,158750.68617234466
g11072i,2030,1616000,158750.68617234466
g11073i,2030,1616000,158750.68617234466
g11074i,2030,1616000,158750.68617234466
g11075i,2030,5255000,112134.70834591571
g11076i,2030,5255000,101408.47252306469
g11077i,2030,5255000,37498.32644295302
g11078i,2030,1616000,134021.48429752068
g11079i,2030,1616000,167459.51489361702
g11080i,2030,1956000,0.0
g11081i,2030,1956000,0.0
g11082i,2030,1956000,0.0
g11083i,2030,1956000,0.0
g11084i,2030,1616000,50881.00344876459
g11085i,2030,1616000,50881.00344876459
g11086i,2030,1616000,50881.00344876459
g11087i,2030,1956000,0.0
g11088i,2030,1616000,167459.51489361702
g11089i,2030,1616000,155706.42352941175
g11090i,2030,1616000,203785.20222045996
g11091i,2030,1616000,203785.20222045996
g11092i,2030,1616000,203785.20222045996
g11093i,2030,1616000,80475.80469517093
g11094i,2030,1616000,80475.80469517093
g11095i,2030,1616000,80475.80469517093
g11096i,2030,1616000,511860.0168421053
g11097i,2030,1616000,511860.0168421053
g11098i,2030,1616000,274652.8554744526
g11099i,2030,1616000,274652.8554744526
g11100i,2030,1956000,0.0
g11101i,2030,1956000,0.0
g11102i,2030,1616000,228921.69216921696
g11103i,2030,1616000,228921.69216921696
g11104i,2030,1616000,228921.69216921696
