GENERATION_PROJECT,timepoint,gen_max_capacity_factor
g12475i,14,0.2243
g12483i,14,0.2243
g12484i,14,0.2243
g12497i,14,0.2243
g12498i,14,0.2243
g12499i,14,0.2243
g12508i,14,0.2243
g12509i,14,0.2243
g12510i,14,0.2243
g12511i,14,0.2243
g12517i,14,0.2243
g12518i,14,0.2243
g12519i,14,0.2243
g12521i,14,0.2243
g12522i,14,0.2243
g12533i,14,0.2243
g12534i,14,0.2243
g12557i,14,0.2243
g12558i,14,0.2243
g12559i,14,0.2243
g12560i,14,0.2243
g12589i,14,0.704
g12590i,14,0.704
g12624i,14,0.704
g12625i,14,0.704
g12626i,14,0.704
g12627i,14,0.704
g12628i,14,0.704
g12629i,14,0.704
g12630i,14,0.704
g12650i,14,0.704
g12651i,14,0.704
g12652i,14,0.704
g12653i,14,0.704
g12654i,14,0.704
g12655i,14,0.704
g12660i,14,0.5876
g12661i,14,0.5876
g12662i,14,0.5876
g12663i,14,0.5876
g12664i,14,0.5876
g12665i,14,0.5876
g12666i,14,0.5876
g12667i,14,0.5876
g12668i,14,0.5876
g12669i,14,0.5876
g12679i,14,0.5876
g12680i,14,0.5876
g12681i,14,0.5876
g12682i,14,0.5876
g12683i,14,0.5876
g12690i,14,0.5876
g12691i,14,0.5876
g12692i,14,0.5876
g12696i,14,0.5876
g12697i,14,0.5876
g12698i,14,0.5876
g12699i,14,0.5876
g12702i,14,0.5876
g12703i,14,0.5876
g12704i,14,0.5876
g12705i,14,0.5876
g12706i,14,0.5876
g12707i,14,0.5876
g12708i,14,0.5876
g12709i,14,0.5876
g12710i,14,0.5876
g12714i,14,0.5876
g12715i,14,0.5876
g12716i,14,0.5876
g12718i,14,0.5876
g12719i,14,0.5876
g12720i,14,0.5876
g12721i,14,0.5876
g12722i,14,0.5876
g12723i,14,0.5876
g12724i,14,0.5876
g12729i,14,0.5876
g12730i,14,0.5876
g12731i,14,0.5876
g12735i,14,0.5876
g12736i,14,0.5876
g12737i,14,0.5876
g12746i,14,0.5876
g12747i,14,0.5876
g12748i,14,0.5876
g12749i,14,0.5876
g12750i,14,0.5876
g12755i,14,0.5876
g12756i,14,0.5876
g12757i,14,0.5876
g12759i,14,0.5876
g12760i,14,0.5876
g12761i,14,0.5876
g12762i,14,0.5876
g12763i,14,0.5876
g12764i,14,0.5876
g12765i,14,0.5876
g12766i,14,0.5876
g12767i,14,0.5876
g12768i,14,0.5876
g12769i,14,0.5876
g12770i,14,0.5876
g12771i,14,0.5876
g12774i,14,0.5876
g12775i,14,0.5876
g12776i,14,0.5876
g12777i,14,0.5876
g12782i,14,0.4352
g12783i,14,0.4352
g12784i,14,0.4352
g12785i,14,0.4352
g12786i,14,0.4352
g12791i,14,0.4352
g12792i,14,0.4352
g12793i,14,0.4352
g12798i,14,0.4352
g12799i,14,0.4352
g12800i,14,0.4352
g12801i,14,0.4352
g12802i,14,0.4352
g12803i,14,0.4352
g12804i,14,0.4352
g12805i,14,0.4352
g12806i,14,0.4352
g12807i,14,0.4352
g12808i,14,0.4352
g12809i,14,0.4352
g12812i,14,0.4352
g12813i,14,0.4352
g12814i,14,0.4352
g12815i,14,0.4352
g12816i,14,0.4352
g12817i,14,0.4352
g12818i,14,0.4352
g12819i,14,0.4352
g12823i,14,0.4352
g12824i,14,0.4352
g12825i,14,0.4352
g12826i,14,0.4352
g12827i,14,0.4352
g12828i,14,0.4352
g12839i,14,0.4352
g12840i,14,0.4352
g12841i,14,0.4352
g12842i,14,0.4352
g12843i,14,0.4352
g12844i,14,0.4352
g12845i,14,0.4352
g12846i,14,0.4352
g12847i,14,0.4352
g12848i,14,0.4352
g12849i,14,0.4352
g12850i,14,0.4352
g12855i,14,0.4352
g12856i,14,0.4352
g12857i,14,0.4352
g12858i,14,0.4352
g12859i,14,0.4352
g12860i,14,0.4352
g12861i,14,0.4352
g12862i,14,0.4352
g12863i,14,0.4352
g10390i,15,0.2691
g10391i,15,0.2691
g10392i,15,0.2691
g10393i,15,0.2691
g10394i,15,0.2691
g10395i,15,0.2691
g10396i,15,0.2691
g10398i,15,0.2691
g10399i,15,0.2691
g10402i,15,0.2691
g10403i,15,0.2691
g10404i,15,0.2691
g10405i,15,0.2691
g10406i,15,0.2691
g10407i,15,0.2691
g10408i,15,0.2691
g10409i,15,0.2691
g10410i,15,0.2691
g10411i,15,0.2691
g10412i,15,0.2691
g10413i,15,0.2691
g10414i,15,0.2691
g10415i,15,0.2691
g10416i,15,0.2691
g10417i,15,0.2691
g10418i,15,0.2691
g10419i,15,0.2691
g10420i,15,0.2691
g10421i,15,0.2691
g10422i,15,0.2691
g10425i,15,0.2691
g10426i,15,0.2691
g10427i,15,0.2691
g10429i,15,0.2691
g10430i,15,0.2691
g10431i,15,0.2691
g10432i,15,0.2691
g10433i,15,0.2691
g10434i,15,0.2691
g10435i,15,0.2691
g10436i,15,0.2691
g10437i,15,0.2691
g10438i,15,0.2691
g10439i,15,0.2691
g10440i,15,0.2691
g10443i,15,0.2691
g10444i,15,0.2691
g10445i,15,0.2691
g10446i,15,0.2691
g10449i,15,0.2691
g10450i,15,0.2691
g10464i,15,0.2691
g10465i,15,0.2691
g10466i,15,0.2691
g10467i,15,0.2691
g10468i,15,0.2691
g10469i,15,0.2691
g10471i,15,0.2691
g10472i,15,0.2691
g10476i,15,0.2691
g10477i,15,0.2691
g10478i,15,0.2691
g10479i,15,0.2691
g10480i,15,0.2691
g10481i,15,0.2691
g10485i,15,0.2691
g10486i,15,0.2691
g10487i,15,0.2691
g10488i,15,0.2691
g10489i,15,0.2691
g10490i,15,0.2691
g10491i,15,0.2691
g10492i,15,0.2691
g10493i,15,0.2691
g10494i,15,0.2691
g10495i,15,0.2691
g10496i,15,0.2691
g10499i,15,0.2691
g10500i,15,0.2691
g10501i,15,0.2691
g10502i,15,0.2691
g10503i,15,0.2691
g10504i,15,0.2691
g10506i,15,0.2691
g10507i,15,0.2691
g10508i,15,0.2691
g10509i,15,0.2691
g10510i,15,0.2691
g10511i,15,0.2691
g10512i,15,0.2691
g10513i,15,0.2691
g10520i,15,0.2691
g10521i,15,0.2691
g10523i,15,0.2691
g10524i,15,0.2691
g10525i,15,0.2691
g10526i,15,0.2691
g10527i,15,0
g10528i,15,0.2691
g10529i,15,0.2691
g10530i,15,0.2691
g10531i,15,0.2691
g10532i,15,0.2691
g10533i,15,0.2691
g10536i,15,0.2691
g10537i,15,0.2691
g10542i,15,0.2691
g10543i,15,0.2691
g10547i,15,0.2691
g10548i,15,0.2691
g10549i,15,0.2691
g10550i,15,0.2691
g10551i,15,0.2691
g10552i,15,0.2691
g10553i,15,0.2691
g10554i,15,0.2691
g10555i,15,0.2691
g10556i,15,0.2691
g10557i,15,0.2691
g10558i,15,0.2691
g10561i,15,0.2691
g10562i,15,0.2691
g10563i,15,0.2691
g10565i,15,0.2691
g10566i,15,0.2691
g10567i,15,0.2691
g10568i,15,0.2691
g10576i,15,0.2691
g10577i,15,0.2691
g10578i,15,0.2691
g10579i,15,0.2691
g10580i,15,0.2691
g10581i,15,0.2691
g10584i,15,0.2691
g10585i,15,0.2691
g10586i,15,0.2691
g10587i,15,0.2691
g10588i,15,0.2691
g10589i,15,0.2691
g10590i,15,0.2691
g10591i,15,0.2691
g10592i,15,0.2691
g10593i,15,0.2691
g10594i,15,0.2691
g10595i,15,0.2691
g10596i,15,0.2691
g10597i,15,0.2691
g10598i,15,0.2691
g10606i,15,0.2691
g10607i,15,0.2691
g10608i,15,0.2691
g10609i,15,0.2691
g10610i,15,0.2691
g10611i,15,0.2691
g10612i,15,0.2691
g10613i,15,0.2691
g10614i,15,0.2691
g10615i,15,0.2691
g10619i,15,0.2691
g10620i,15,0.2691
g10621i,15,0.2691
g10622i,15,0.2691
g10633i,15,0.2691
g10634i,15,0.2691
g10635i,15,0.2691
g10636i,15,0.2691
g10637i,15,0.2691
g10638i,15,0.2691
g10639i,15,0.2134
g10640i,15,0.2134
g10641i,15,0.2134
g10643i,15,0.2134
g10644i,15,0.2134
g10645i,15,0.2134
g10654i,15,0.2134
g10655i,15,0.2134
g10656i,15,0.2134
g10657i,15,0.2134
g10658i,15,0.2134
g10659i,15,0.2134
g10663i,15,0.2134
g10664i,15,0.2134
g10665i,15,0.2134
g10669i,15,0.2134
g10670i,15,0.2134
g10671i,15,0.2134
g10672i,15,0.2134
g10673i,15,0.2134
g10674i,15,0.2134
g10679i,15,0.2134
g10680i,15,0.2134
g10691i,15,0.2134
g10692i,15,0.2134
g10693i,15,0.2134
g10695i,15,0.2134
g10696i,15,0.2134
g10701i,15,0.2134
g10702i,15,0.2134
g10703i,15,0.2134
g10704i,15,0.2134
g10728i,15,0.2134
g10729i,15,0.2134
g10730i,15,0.2134
g10731i,15,0.2134
g10732i,15,0.2134
g10733i,15,0.2134
g10734i,15,0.2134
g10735i,15,0.2134
g10736i,15,0.2134
g10737i,15,0.2134
g10739i,15,0.2134
g10740i,15,0.2134
g10741i,15,0.2134
g10742i,15,0.2134
g10743i,15,0.2134
g10744i,15,0.2134
g10745i,15,0.2134
g10746i,15,0.2134
g10747i,15,0.2134
g10749i,15,0.2134
g10750i,15,0.2134
g10751i,15,0.2134
g10757i,15,0.2134
g10758i,15,0.2134
g10759i,15,0.2134
g10760i,15,0.2134
g10761i,15,0.2134
g10762i,15,0.2134
g10766i,15,0.2134
g10779i,15,0.2134
g10780i,15,0.2134
g10781i,15,0.2134
g10782i,15,0.2134
g10783i,15,0.2134
g10784i,15,0.2134
g10785i,15,0.2134
g10786i,15,0.2134
g10787i,15,0.2134
g10788i,15,0.2134
g10791i,15,0.2134
g10792i,15,0.2134
g10793i,15,0.2134
g10794i,15,0.2134
g10795i,15,0.2134
g10796i,15,0.2134
g10797i,15,0.2134
g10798i,15,0.2134
g10799i,15,0.2134
g10800i,15,0.2134
g10801i,15,0.2134
g10802i,15,0.2134
g10805i,15,0.2134
g10816i,15,0.255
g10817i,15,0.255
g10820i,15,0.255
g10830i,15,0.255
g10831i,15,0.255
g10832i,15,0.255
g10833i,15,0.255
g10834i,15,0.255
g10835i,15,0.255
g10836i,15,0.255
g10837i,15,0.255
g10838i,15,0.255
g10839i,15,0.255
g10840i,15,0.255
g10841i,15,0.255
g10842i,15,0.255
g10843i,15,0.255
g10846i,15,0.255
g10847i,15,0.255
g10848i,15,0.255
g10849i,15,0.255
g10853i,15,0.255
g10854i,15,0.255
g10855i,15,0.255
g10856i,15,0.255
g10857i,15,0.255
g10861i,15,0.255
g10862i,15,0.255
g10863i,15,0.255
g10864i,15,0.255
g10868i,15,0.255
g10869i,15,0.255
g10870i,15,0.255
g10873i,15,0.255
g10874i,15,0.255
g10875i,15,0.255
g10876i,15,0.255
g10877i,15,0.255
g10878i,15,0.255
g10879i,15,0.255
g10880i,15,0.255
g10881i,15,0.255
g10882i,15,0.255
g10883i,15,0.255
g10884i,15,0.255
g10885i,15,0.255
g10886i,15,0.255
g10887i,15,0.255
g10888i,15,0.255
g10889i,15,0.255
g10890i,15,0.255
g10891i,15,0.255
g10892i,15,0.255
g10893i,15,0.255
g10894i,15,0.255
g10895i,15,0.255
g10896i,15,0.255
g10897i,15,0.255
g10898i,15,0.255
g10899i,15,0.255
g10900i,15,0.255
g10901i,15,0.255
g10902i,15,0.255
g10905i,15,0.255
g10906i,15,0.255
g10907i,15,0.255
g10908i,15,0.255
g10909i,15,0.255
g10910i,15,0.255
g10911i,15,0.255
g10912i,15,0.255
g10913i,15,0.255
g10914i,15,0.255
g10915i,15,0.255
g10916i,15,0.255
g10926i,15,0.255
g10927i,15,0.255
g10928i,15,0.255
g10929i,15,0.255
g10930i,15,0.255
g10931i,15,0.255
g10932i,15,0.255
g10933i,15,0.255
g10934i,15,0.255
g10942i,15,0.255
g10945i,15,0.255
g10946i,15,0.255
g10947i,15,0.255
g10954i,15,0.255
g10961i,15,0.255
g10962i,15,0.255
g10963i,15,0.255
g10964i,15,0.255
g10971i,15,0.255
g10972i,15,0.255
g10983i,15,0.255
g10984i,15,0.255
g10993i,15,0.255
g10994i,15,0.255
g10995i,15,0.255
g10996i,15,0.255
g10997i,15,0.255
g11000i,15,0.255
g11001i,15,0.255
g11002i,15,0.255
g11003i,15,0.255
g11004i,15,0.255
g11017i,15,0.255
g11018i,15,0.255
g11019i,15,0.255
g11020i,15,0.255
g11021i,15,0.255
g11022i,15,0.255
g11023i,15,0.255
g11024i,15,0.255
g11025i,15,0.255
g11026i,15,0.255
g11027i,15,0.255
g11028i,15,0.255
g11140i,15,0.255
g11141i,15,0.255
g11142i,15,0.255
g11143i,15,0.255
g11144i,15,0.2549
g11145i,15,0.2549
g11146i,15,0.2549
g11147i,15,0.255
g11148i,15,0.255
g11149i,15,0.255
g11150i,15,0.255
g11159i,15,0.255
g11160i,15,0.255
g11161i,15,0.255
g11162i,15,0.255
g11163i,15,0.255
g11164i,15,0.255
g11173i,15,0.255
g11174i,15,0.255
g11175i,15,0.255
g11176i,15,0.255
g11181i,15,0.255
g11182i,15,0.255
g11183i,15,0.255
g11184i,15,0.255
g11185i,15,0.255
g11191i,15,0.255
g11192i,15,0.255
g11193i,15,0.255
g11194i,15,0.255
g11195i,15,0.255
g11196i,15,0.255
g11197i,15,0.255
g11203i,15,0.255
g11204i,15,0.255
g11205i,15,0.255
g11212i,15,0.255
g11213i,15,0.255
g11214i,15,0.255
g11215i,15,0.255
g11221i,15,0.255
g11222i,15,0.255
g11223i,15,0.255
g11224i,15,0.255
g11225i,15,0.255
g11226i,15,0.255
g11227i,15,0.255
g11228i,15,0.255
g11231i,15,0.255
g11236i,15,0.255
g11237i,15,0.255
g11238i,15,0.255
g11239i,15,0.255
g11240i,15,0.255
g11258i,15,0.255
g11267i,15,0.255
g11268i,15,0.255
g11269i,15,0.255
g11270i,15,0.255
g11273i,15,0.255
g11278i,15,0.255
g11279i,15,0.255
g11280i,15,0.255
g11293i,15,0.255
g11294i,15,0.255
g11295i,15,0.255
g11296i,15,0.255
g11297i,15,0.2549
g11298i,15,0.255
g11299i,15,0.255
g11300i,15,0.255
g11301i,15,0.255
g11302i,15,0.255
g11303i,15,0.255
g11314i,15,0.255
g11315i,15,0.255
g11316i,15,0.255
g11317i,15,0.255
g11318i,15,0.255
g11319i,15,0.255
g11320i,15,0.255
g11329i,15,0.255
g11330i,15,0.255
g11331i,15,0.255
g11332i,15,0.255
g11423i,15,0.255
g11424i,15,0.255
g11425i,15,0.255
g11426i,15,0.255
g11545i,15,0.255
g11546i,15,0.255
g11547i,15,0.255
g11608i,15,0.255
g11609i,15,0.255
g11610i,15,0.255
g11611i,15,0.255
g11612i,15,0.255
g11613i,15,0.255
g11614i,15,0.255
g11615i,15,0.255
g11616i,15,0.255
g11617i,15,0.255
g11618i,15,0.255
g11619i,15,0.255
g11620i,15,0.255
g11628i,15,0.255
g11629i,15,0.255
g11630i,15,0.255
g11631i,15,0.255
g11632i,15,0.255
g11633i,15,0.255
g11634i,15,0.255
g11755i,15,0.255
g11756i,15,0.255
g11757i,15,0.255
g11758i,15,0.255
g11759i,15,0.255
g11760i,15,0.255
g11774i,15,0.255
g11775i,15,0.255
g11776i,15,0.255
g11785i,15,0.255
g11786i,15,0.255
g11787i,15,0.255
g11788i,15,0.255
g11838i,15,0.255
g11839i,15,0.255
g11843i,15,0.255
g11844i,15,0.255
g11845i,15,0.255
g11846i,15,0.255
g12051i,15,0.1399
g12052i,15,0.1399
g12053i,15,0.1399
g12054i,15,0.1399
g12055i,15,0.1399
g12056i,15,0.1399
g12075i,15,0.2325
g12077i,15,0.2325
g12078i,15,0.2325
g12079i,15,0.2325
g12080i,15,0.2325
g12091i,15,0.2325
g12092i,15,0.2325
g12093i,15,0.2325
g12094i,15,0.2325
g12095i,15,0.2325
g12118i,15,0.2325
g12119i,15,0.2325
g12217i,15,0.2325
g12218i,15,0.2325
g12219i,15,0.2325
g12220i,15,0.2325
g12221i,15,0.2325
g12222i,15,0.2325
g12232i,15,0.2325
g12235i,15,0.2325
g12236i,15,0.2325
g12237i,15,0.2325
g12238i,15,0.2325
g12254i,15,0.2325
g12255i,15,0.2325
g12256i,15,0.2325
g12257i,15,0.2325
g12258i,15,0.2325
g12259i,15,0.2325
g12292i,15,0.2497
g12293i,15,0.2497
g12342i,15,0.2497
g12343i,15,0.2497
g12344i,15,0.2497
g12349i,15,0.1555
g12350i,15,0.1555
g12351i,15,0.1555
g12352i,15,0.1555
g12353i,15,0.1555
g12354i,15,0.1555
g12455i,15,0.1279
g12472i,15,0.1279
g12473i,15,0.1279
g12474i,15,0.1279
g12475i,15,0.1279
g12483i,15,0.1279
g12484i,15,0.1279
g12497i,15,0.1279
g12498i,15,0.1279
g12499i,15,0.1279
g12508i,15,0.1279
g12509i,15,0.1279
g12510i,15,0.1279
g12511i,15,0.1279
g12517i,15,0.1279
g12518i,15,0.1279
g12519i,15,0.1279
g12521i,15,0.1279
g12522i,15,0.1279
g12533i,15,0.1279
g12534i,15,0.1279
g12557i,15,0.1279
g12558i,15,0.1279
g12559i,15,0.1279
g12560i,15,0.1279
g12589i,15,0.6559
g12590i,15,0.6559
g12624i,15,0.6559
g12625i,15,0.6559
g12626i,15,0.6559
g12627i,15,0.6559
g12628i,15,0.6559
g12629i,15,0.6559
g12630i,15,0.6559
g12650i,15,0.6559
g12651i,15,0.6559
g12652i,15,0.6559
g12653i,15,0.6559
g12654i,15,0.6559
g12655i,15,0.6559
g12660i,15,0.3511
g12661i,15,0.3511
g12662i,15,0.3511
g12663i,15,0.3511
g12664i,15,0.3511
g12665i,15,0.3511
g12666i,15,0.3511
g12667i,15,0.3511
g12668i,15,0.3511
g12669i,15,0.3511
g12679i,15,0.3511
g12680i,15,0.3511
g12681i,15,0.3511
g12682i,15,0.3511
g12683i,15,0.3511
g12690i,15,0.3511
g12691i,15,0.3511
g12692i,15,0.3511
g12696i,15,0.3511
g12697i,15,0.3511
g12698i,15,0.3511
g12699i,15,0.3511
g12702i,15,0.3511
g12703i,15,0.3511
g12704i,15,0.3511
g12705i,15,0.3511
g12706i,15,0.3511
g12707i,15,0.3511
g12708i,15,0.3511
g12709i,15,0.3511
g12710i,15,0.3511
g12714i,15,0.3511
g12715i,15,0.3511
g12716i,15,0.3511
g12718i,15,0.3511
g12719i,15,0.3511
g12720i,15,0.3511
g12721i,15,0.3511
g12722i,15,0.3511
g12723i,15,0.3511
g12724i,15,0.3511
g12729i,15,0.3511
g12730i,15,0.3511
g12731i,15,0.3511
g12735i,15,0.3511
g12736i,15,0.3511
g12737i,15,0.3511
g12746i,15,0.3511
g12747i,15,0.3511
g12748i,15,0.3511
g12749i,15,0.3511
g12750i,15,0.3511
g12755i,15,0.3511
g12756i,15,0.3511
g12757i,15,0.3511
g12759i,15,0.3511
g12760i,15,0.3511
g12761i,15,0.3511
g12762i,15,0.3511
g12763i,15,0.3511
g12764i,15,0.3511
g12765i,15,0.3511
g12766i,15,0.3511
g12767i,15,0.3511
g12768i,15,0.3511
g12769i,15,0.3511
g12770i,15,0.3511
g12771i,15,0.3511
g12774i,15,0.3511
g12775i,15,0.3511
g12776i,15,0.3511
g12777i,15,0.3511
g12782i,15,0.254
g12783i,15,0.254
g12784i,15,0.254
g12785i,15,0.254
g12786i,15,0.254
g12791i,15,0.254
g12792i,15,0.254
g12793i,15,0.254
g12798i,15,0.254
g12799i,15,0.254
g12800i,15,0.254
g12801i,15,0.254
g12802i,15,0.254
g12803i,15,0.254
g12804i,15,0.254
g12805i,15,0.254
g12806i,15,0.254
g12807i,15,0.254
g12808i,15,0.254
g12809i,15,0.254
g12812i,15,0.254
g12813i,15,0.254
g12814i,15,0.254
g12815i,15,0.254
g12816i,15,0.254
g12817i,15,0.254
g12818i,15,0.254
g12819i,15,0.254
g12823i,15,0.254
g12824i,15,0.254
g12825i,15,0.254
g12826i,15,0.254
g12827i,15,0.254
g12828i,15,0.254
g12839i,15,0.254
g12840i,15,0.254
g12841i,15,0.254
g12842i,15,0.254
g12843i,15,0.254
g12844i,15,0.254
g12845i,15,0.254
g12846i,15,0.254
g12847i,15,0.254
g12848i,15,0.254
g12849i,15,0.254
g12850i,15,0.254
g12855i,15,0.254
g12856i,15,0.254
g12857i,15,0.254
g12858i,15,0.254
g12859i,15,0.254
g12860i,15,0.254
g12861i,15,0.254
g12862i,15,0.254
g12863i,15,0.254
g10390i,16,0.4675
g10391i,16,0.4675
g10392i,16,0.4675
g10393i,16,0.4675
g10394i,16,0.4675
g10395i,16,0.4675
g10396i,16,0.4675
g10398i,16,0.4675
g10399i,16,0.4675
g10402i,16,0.4675
g10403i,16,0.4675
g10404i,16,0.4675
g10405i,16,0.4675
g10406i,16,0.4675
g10407i,16,0.4675
g10408i,16,0.4675
g10409i,16,0.4675
g10410i,16,0.4675
g10411i,16,0.4675
g10412i,16,0.4675
g10413i,16,0.4675
g10414i,16,0.4675
g10415i,16,0.4675
g10416i,16,0.4675
g10417i,16,0.4675
g10418i,16,0.4675
g10419i,16,0.4675
g10420i,16,0.4675
g10421i,16,0.4675
g10422i,16,0.4675
g10425i,16,0.4675
g10426i,16,0.4675
g10427i,16,0.4675
g10429i,16,0.4675
g10430i,16,0.4675
g10431i,16,0.4675
g10432i,16,0.4675
g10433i,16,0.4675
g10434i,16,0.4675
g10435i,16,0.4675
g10436i,16,0.4675
g10437i,16,0.4675
g10438i,16,0.4675
g10439i,16,0.4675
g10440i,16,0.4675
g10443i,16,0.4675
g10444i,16,0.4675
g10445i,16,0.4675
g10446i,16,0.4675
g10449i,16,0.4675
g10450i,16,0.4675
g10464i,16,0.4675
g10465i,16,0.4675
g10466i,16,0.4675
g10467i,16,0.4675
g10468i,16,0.4675
g10469i,16,0.4675
g10471i,16,0.4675
g10472i,16,0.4675
g10476i,16,0.4675
g10477i,16,0.4675
g10478i,16,0.4675
g10479i,16,0.4675
g10480i,16,0.4675
g10481i,16,0.4675
g10485i,16,0.4675
g10486i,16,0.4675
g10487i,16,0.4675
g10488i,16,0.4675
g10489i,16,0.4675
g10490i,16,0.4675
g10491i,16,0.4675
g10492i,16,0.4675
g10493i,16,0.4675
g10494i,16,0.4675
g10495i,16,0.4675
g10496i,16,0.4675
g10499i,16,0.4675
g10500i,16,0.4675
g10501i,16,0.4675
g10502i,16,0.4675
g10503i,16,0.4675
g10504i,16,0.4675
g10506i,16,0.4675
g10507i,16,0.4675
g10508i,16,0.4675
g10509i,16,0.4675
g10510i,16,0.4675
g10511i,16,0.4675
g10512i,16,0.4675
g10513i,16,0.4675
g10520i,16,0.4675
g10521i,16,0.4675
g10523i,16,0.4675
g10524i,16,0.4675
g10525i,16,0.4675
g10526i,16,0.4675
g10527i,16,0
g10528i,16,0.4675
g10529i,16,0.4675
g10530i,16,0.4675
g10531i,16,0.4675
g10532i,16,0.4675
g10533i,16,0.4675
g10536i,16,0.4675
g10537i,16,0.4675
g10542i,16,0.4675
g10543i,16,0.4675
g10547i,16,0.4675
g10548i,16,0.4675
g10549i,16,0.4675
g10550i,16,0.4675
g10551i,16,0.4675
g10552i,16,0.4675
g10553i,16,0.4675
g10554i,16,0.4675
g10555i,16,0.4675
g10556i,16,0.4675
g10557i,16,0.4675
g10558i,16,0.4675
g10561i,16,0.4675
g10562i,16,0.4675
g10563i,16,0.4675
g10565i,16,0.4675
g10566i,16,0.4675
g10567i,16,0.4675
g10568i,16,0.4675
g10576i,16,0.4675
g10577i,16,0.4675
g10578i,16,0.4675
g10579i,16,0.4675
g10580i,16,0.4675
g10581i,16,0.4675
g10584i,16,0.4675
g10585i,16,0.4675
g10586i,16,0.4675
g10587i,16,0.4675
g10588i,16,0.4675
g10589i,16,0.4675
g10590i,16,0.4675
g10591i,16,0.4675
g10592i,16,0.4675
g10593i,16,0.4675
g10594i,16,0.4675
g10595i,16,0.4675
g10596i,16,0.4675
g10597i,16,0.4675
g10598i,16,0.4675
g10606i,16,0.4675
g10607i,16,0.4675
g10608i,16,0.4675
g10609i,16,0.4675
g10610i,16,0.4675
g10611i,16,0.4675
g10612i,16,0.4675
g10613i,16,0.4675
g10614i,16,0.4675
g10615i,16,0.4675
g10619i,16,0.4675
g10620i,16,0.4675
g10621i,16,0.4675
g10622i,16,0.4675
g10633i,16,0.4675
g10634i,16,0.4675
g10635i,16,0.4675
g10636i,16,0.4675
g10637i,16,0.4675
g10638i,16,0.4675
g10639i,16,0.3809
g10640i,16,0.3809
g10641i,16,0.3809
g10643i,16,0.3809
g10644i,16,0.3809
g10645i,16,0.3809
g10654i,16,0.3809
g10655i,16,0.3809
g10656i,16,0.3809
g10657i,16,0.3809
g10658i,16,0.3809
g10659i,16,0.3809
g10663i,16,0.3809
g10664i,16,0.3809
g10665i,16,0.3809
g10669i,16,0.3809
g10670i,16,0.3809
g10671i,16,0.3809
g10672i,16,0.3809
g10673i,16,0.3809
g10674i,16,0.3809
g10679i,16,0.3809
g10680i,16,0.3809
g10691i,16,0.3809
g10692i,16,0.3809
g10693i,16,0.3809
g10695i,16,0.3809
g10696i,16,0.3809
g10701i,16,0.3809
g10702i,16,0.3809
g10703i,16,0.3809
g10704i,16,0.3809
g10728i,16,0.3809
g10729i,16,0.3809
g10730i,16,0.3809
g10731i,16,0.3809
g10732i,16,0.3809
g10733i,16,0.3809
g10734i,16,0.3809
g10735i,16,0.3809
g10736i,16,0.3809
g10737i,16,0.3809
g10739i,16,0.3809
g10740i,16,0.3809
g10741i,16,0.3809
g10742i,16,0.3809
g10743i,16,0.3809
g10744i,16,0.3809
g10745i,16,0.3809
g10746i,16,0.3809
g10747i,16,0.3809
g10749i,16,0.3809
g10750i,16,0.3809
g10751i,16,0.3809
g10757i,16,0.3809
g10758i,16,0.3809
g10759i,16,0.3809
g10760i,16,0.3809
g10761i,16,0.3809
g10762i,16,0.3809
g10766i,16,0.3809
g10779i,16,0.3809
g10780i,16,0.3809
g10781i,16,0.3809
g10782i,16,0.3809
g10783i,16,0.3809
g10784i,16,0.3809
g10785i,16,0.3809
g10786i,16,0.3809
g10787i,16,0.3809
g10788i,16,0.3809
g10791i,16,0.3809
g10792i,16,0.3809
g10793i,16,0.3809
g10794i,16,0.3809
g10795i,16,0.3809
g10796i,16,0.3809
g10797i,16,0.3809
g10798i,16,0.3809
g10799i,16,0.3809
g10800i,16,0.3809
g10801i,16,0.3809
g10802i,16,0.3809
g10805i,16,0.3809
g10816i,16,0.3896
g10817i,16,0.3896
g10820i,16,0.3896
g10830i,16,0.3896
g10831i,16,0.3896
g10832i,16,0.3896
g10833i,16,0.3896
g10834i,16,0.3896
g10835i,16,0.3896
g10836i,16,0.3896
g10837i,16,0.3896
g10838i,16,0.3896
g10839i,16,0.3896
g10840i,16,0.3896
g10841i,16,0.3896
g10842i,16,0.3896
g10843i,16,0.3896
g10846i,16,0.3896
g10847i,16,0.3896
g10848i,16,0.3896
g10849i,16,0.3896
g10853i,16,0.3896
g10854i,16,0.3896
g10855i,16,0.3896
g10856i,16,0.3896
g10857i,16,0.3896
g10861i,16,0.3896
g10862i,16,0.3896
g10863i,16,0.3896
g10864i,16,0.3896
g10868i,16,0.3896
g10869i,16,0.3896
g10870i,16,0.3896
g10873i,16,0.3896
g10874i,16,0.3896
g10875i,16,0.3896
g10876i,16,0.3896
g10877i,16,0.3896
g10878i,16,0.3896
g10879i,16,0.3896
g10880i,16,0.3896
g10881i,16,0.3896
g10882i,16,0.3896
g10883i,16,0.3896
g10884i,16,0.3896
g10885i,16,0.3896
g10886i,16,0.3896
g10887i,16,0.3896
g10888i,16,0.3896
g10889i,16,0.3896
g10890i,16,0.3896
g10891i,16,0.3896
g10892i,16,0.3896
g10893i,16,0.3896
g10894i,16,0.3896
g10895i,16,0.3896
g10896i,16,0.3896
g10897i,16,0.3896
g10898i,16,0.3896
g10899i,16,0.3896
g10900i,16,0.3896
