GENERATION_PROJECT,timepoint,gen_max_capacity_factor
g10529i,13,0.4559
g10530i,13,0.4559
g10531i,13,0.4559
g10532i,13,0.4559
g10533i,13,0.4559
g10536i,13,0.4559
g10537i,13,0.4559
g10542i,13,0.4559
g10543i,13,0.4559
g10547i,13,0.4559
g10548i,13,0.4559
g10549i,13,0.4559
g10550i,13,0.4559
g10551i,13,0.4559
g10552i,13,0.4559
g10553i,13,0.4559
g10554i,13,0.4559
g10555i,13,0.4559
g10556i,13,0.4559
g10557i,13,0.4559
g10558i,13,0.4559
g10561i,13,0.4559
g10562i,13,0.4559
g10563i,13,0.4559
g10565i,13,0.4559
g10566i,13,0.4559
g10567i,13,0.4559
g10568i,13,0.4559
g10576i,13,0.4559
g10577i,13,0.4559
g10578i,13,0.4559
g10579i,13,0.4559
g10580i,13,0.4559
g10581i,13,0.4559
g10584i,13,0.4559
g10585i,13,0.4559
g10586i,13,0.4559
g10587i,13,0.4559
g10588i,13,0.4559
g10589i,13,0.4559
g10590i,13,0.4559
g10591i,13,0.4559
g10592i,13,0.4559
g10593i,13,0.456
g10594i,13,0.456
g10595i,13,0.456
g10596i,13,0.456
g10597i,13,0.456
g10598i,13,0.456
g10606i,13,0.4559
g10607i,13,0.4559
g10608i,13,0.4559
g10609i,13,0.4559
g10610i,13,0.4559
g10611i,13,0.4559
g10612i,13,0.4559
g10613i,13,0.4559
g10614i,13,0.4559
g10615i,13,0.4559
g10619i,13,0.4559
g10620i,13,0.4559
g10621i,13,0.4559
g10622i,13,0.4559
g10633i,13,0.4559
g10634i,13,0.4559
g10635i,13,0.4559
g10636i,13,0.4559
g10637i,13,0.4559
g10638i,13,0.4559
g10639i,13,0.3605
g10640i,13,0.3605
g10641i,13,0.3605
g10643i,13,0.3605
g10644i,13,0.3605
g10645i,13,0.3605
g10654i,13,0.3605
g10655i,13,0.3605
g10656i,13,0.3605
g10657i,13,0.3605
g10658i,13,0.3605
g10659i,13,0.3605
g10663i,13,0.3605
g10664i,13,0.3605
g10665i,13,0.3605
g10669i,13,0.3605
g10670i,13,0.3605
g10671i,13,0.3605
g10672i,13,0.3605
g10673i,13,0.3605
g10674i,13,0.3605
g10679i,13,0.3605
g10680i,13,0.3605
g10691i,13,0.3605
g10692i,13,0.3605
g10693i,13,0.3605
g10695i,13,0.3605
g10696i,13,0.3605
g10701i,13,0.3605
g10702i,13,0.3605
g10703i,13,0.3605
g10704i,13,0.3605
g10728i,13,0.3605
g10729i,13,0.3605
g10730i,13,0.3605
g10731i,13,0.3605
g10732i,13,0.3605
g10733i,13,0.3605
g10734i,13,0.3605
g10735i,13,0.3605
g10736i,13,0.3605
g10737i,13,0.3605
g10739i,13,0.3605
g10740i,13,0.3605
g10741i,13,0.3605
g10742i,13,0.3605
g10743i,13,0.3605
g10744i,13,0.3605
g10745i,13,0.3605
g10746i,13,0.3605
g10747i,13,0.3605
g10749i,13,0.3605
g10750i,13,0.3605
g10751i,13,0.3605
g10757i,13,0.3605
g10758i,13,0.3605
g10759i,13,0.3605
g10760i,13,0.3605
g10761i,13,0.3605
g10762i,13,0.3605
g10766i,13,0.3605
g10779i,13,0.3605
g10780i,13,0.3605
g10781i,13,0.3605
g10782i,13,0.3605
g10783i,13,0.3605
g10784i,13,0.3605
g10785i,13,0.3605
g10786i,13,0.3605
g10787i,13,0.3605
g10788i,13,0.3605
g10791i,13,0.3605
g10792i,13,0.3605
g10793i,13,0.3605
g10794i,13,0.3605
g10795i,13,0.3605
g10796i,13,0.3605
g10797i,13,0.3605
g10798i,13,0.3605
g10799i,13,0.3605
g10800i,13,0.3605
g10801i,13,0.3605
g10802i,13,0.3605
g10805i,13,0.3605
g10816i,13,0.4606
g10817i,13,0.4606
g10820i,13,0.4606
g10830i,13,0.4606
g10831i,13,0.4606
g10832i,13,0.4606
g10833i,13,0.4606
g10834i,13,0.4606
g10835i,13,0.4606
g10836i,13,0.4606
g10837i,13,0.4606
g10838i,13,0.4606
g10839i,13,0.4606
g10840i,13,0.4606
g10841i,13,0.4606
g10842i,13,0.4606
g10843i,13,0.4606
g10846i,13,0.4606
g10847i,13,0.4606
g10848i,13,0.4606
g10849i,13,0.4606
g10853i,13,0.4606
g10854i,13,0.4606
g10855i,13,0.4606
g10856i,13,0.4606
g10857i,13,0.4606
g10861i,13,0.4606
g10862i,13,0.4606
g10863i,13,0.4606
g10864i,13,0.4606
g10868i,13,0.4606
g10869i,13,0.4606
g10870i,13,0.4606
g10873i,13,0.4606
g10874i,13,0.4606
g10875i,13,0.4606
g10876i,13,0.4606
g10877i,13,0.4606
g10878i,13,0.4606
g10879i,13,0.4606
g10880i,13,0.4606
g10881i,13,0.4606
g10882i,13,0.4606
g10883i,13,0.4606
g10884i,13,0.4606
g10885i,13,0.4606
g10886i,13,0.4606
g10887i,13,0.4606
g10888i,13,0.4606
g10889i,13,0.4606
g10890i,13,0.4606
g10891i,13,0.4606
g10892i,13,0.4606
g10893i,13,0.4606
g10894i,13,0.4606
g10895i,13,0.4606
g10896i,13,0.4606
g10897i,13,0.4606
g10898i,13,0.4606
g10899i,13,0.4606
g10900i,13,0.4606
g10901i,13,0.4606
g10902i,13,0.4606
g10905i,13,0.4606
g10906i,13,0.4606
g10907i,13,0.4606
g10908i,13,0.4606
g10909i,13,0.4606
g10910i,13,0.4606
g10911i,13,0.4606
g10912i,13,0.4606
g10913i,13,0.4606
g10914i,13,0.4606
g10915i,13,0.4606
g10916i,13,0.4606
g10926i,13,0.4606
g10927i,13,0.4606
g10928i,13,0.4606
g10929i,13,0.4606
g10930i,13,0.4606
g10931i,13,0.4606
g10932i,13,0.4606
g10933i,13,0.4606
g10934i,13,0.4606
g10942i,13,0.4606
g10945i,13,0.4606
g10946i,13,0.4606
g10947i,13,0.4606
g10954i,13,0.4606
g10961i,13,0.4606
g10962i,13,0.4606
g10963i,13,0.4606
g10964i,13,0.4606
g10971i,13,0.4606
g10972i,13,0.4606
g10983i,13,0.4606
g10984i,13,0.4606
g10993i,13,0.4606
g10994i,13,0.4606
g10995i,13,0.4606
g10996i,13,0.4606
g10997i,13,0.4606
g11000i,13,0.4606
g11001i,13,0.4606
g11002i,13,0.4606
g11003i,13,0.4606
g11004i,13,0.4606
g11017i,13,0.4606
g11018i,13,0.4606
g11019i,13,0.4606
g11020i,13,0.4606
g11021i,13,0.4606
g11022i,13,0.4606
g11023i,13,0.4606
g11024i,13,0.4606
g11025i,13,0.4606
g11026i,13,0.4606
g11027i,13,0.4606
g11028i,13,0.4606
g11140i,13,0.4606
g11141i,13,0.4606
g11142i,13,0.4606
g11143i,13,0.4606
g11144i,13,0.4606
g11145i,13,0.4606
g11146i,13,0.4606
g11147i,13,0.4606
g11148i,13,0.4606
g11149i,13,0.4606
g11150i,13,0.4606
g11159i,13,0.4606
g11160i,13,0.4606
g11161i,13,0.4606
g11162i,13,0.4606
g11163i,13,0.4606
g11164i,13,0.4606
g11173i,13,0.4606
g11174i,13,0.4606
g11175i,13,0.4606
g11176i,13,0.4606
g11181i,13,0.4606
g11182i,13,0.4606
g11183i,13,0.4606
g11184i,13,0.4606
g11185i,13,0.4606
g11191i,13,0.4606
g11192i,13,0.4606
g11193i,13,0.4606
g11194i,13,0.4606
g11195i,13,0.4606
g11196i,13,0.4606
g11197i,13,0.4606
g11203i,13,0.4606
g11204i,13,0.4606
g11205i,13,0.4606
g11212i,13,0.4606
g11213i,13,0.4606
g11214i,13,0.4606
g11215i,13,0.4606
g11221i,13,0.4606
g11222i,13,0.4606
g11223i,13,0.4606
g11224i,13,0.4606
g11225i,13,0.4606
g11226i,13,0.4606
g11227i,13,0.4606
g11228i,13,0.4606
g11231i,13,0.4606
g11236i,13,0.4606
g11237i,13,0.4606
g11238i,13,0.4606
g11239i,13,0.4606
g11240i,13,0.4606
g11258i,13,0.4606
g11267i,13,0.4606
g11268i,13,0.4606
g11269i,13,0.4606
g11270i,13,0.4606
g11273i,13,0.4606
g11278i,13,0.4606
g11279i,13,0.4606
g11280i,13,0.4606
g11293i,13,0.4606
g11294i,13,0.4606
g11295i,13,0.4606
g11296i,13,0.4606
g11297i,13,0.4606
g11298i,13,0.4606
g11299i,13,0.4606
g11300i,13,0.4606
g11301i,13,0.4606
g11302i,13,0.4606
g11303i,13,0.4606
g11314i,13,0.4606
g11315i,13,0.4606
g11316i,13,0.4606
g11317i,13,0.4606
g11318i,13,0.4606
g11319i,13,0.4606
g11320i,13,0.4606
g11329i,13,0.4606
g11330i,13,0.4606
g11331i,13,0.4606
g11332i,13,0.4606
g11423i,13,0.4606
g11424i,13,0.4606
g11425i,13,0.4606
g11426i,13,0.4606
g11545i,13,0.4606
g11546i,13,0.4606
g11547i,13,0.4606
g11608i,13,0.4606
g11609i,13,0.4606
g11610i,13,0.4606
g11611i,13,0.4606
g11612i,13,0.4606
g11613i,13,0.4606
g11614i,13,0.4606
g11615i,13,0.4606
g11616i,13,0.4606
g11617i,13,0.4606
g11618i,13,0.4606
g11619i,13,0.4606
g11620i,13,0.4606
g11628i,13,0.4606
g11629i,13,0.4606
g11630i,13,0.4606
g11631i,13,0.4606
g11632i,13,0.4606
g11633i,13,0.4606
g11634i,13,0.4606
g11755i,13,0.4606
g11756i,13,0.4606
g11757i,13,0.4606
g11758i,13,0.4606
g11759i,13,0.4606
g11760i,13,0.4606
g11774i,13,0.4606
g11775i,13,0.4606
g11776i,13,0.4606
g11785i,13,0.4606
g11786i,13,0.4606
g11787i,13,0.4606
g11788i,13,0.4606
g11838i,13,0.4606
g11839i,13,0.4606
g11843i,13,0.4606
g11844i,13,0.4606
g11845i,13,0.4606
g11846i,13,0.4606
g12051i,13,0.2369
g12052i,13,0.2369
g12053i,13,0.2369
g12054i,13,0.2369
g12055i,13,0.2369
g12056i,13,0.2369
g12075i,13,0.4003
g12077i,13,0.4003
g12078i,13,0.4003
g12079i,13,0.4003
g12080i,13,0.4003
g12091i,13,0.4003
g12092i,13,0.4003
g12093i,13,0.4003
g12094i,13,0.4003
g12095i,13,0.4003
g12118i,13,0.4003
g12119i,13,0.4003
g12217i,13,0.4003
g12218i,13,0.4003
g12219i,13,0.4003
g12220i,13,0.4003
g12221i,13,0.4003
g12222i,13,0.4003
g12232i,13,0.4003
g12235i,13,0.4003
g12236i,13,0.4003
g12237i,13,0.4003
g12238i,13,0.4003
g12254i,13,0.4003
g12255i,13,0.4003
g12256i,13,0.4003
g12257i,13,0.4003
g12258i,13,0.4003
g12259i,13,0.4003
g12292i,13,0.4275
g12293i,13,0.4275
g12342i,13,0.4275
g12343i,13,0.4275
g12344i,13,0.4275
g12349i,13,0.2661
g12350i,13,0.2661
g12351i,13,0.2661
g12352i,13,0.2661
g12353i,13,0.2661
g12354i,13,0.2661
g12455i,13,0.2198
g12472i,13,0.2198
g12473i,13,0.2198
g12474i,13,0.2198
g12475i,13,0.2198
g12483i,13,0.2198
g12484i,13,0.2198
g12497i,13,0.2198
g12498i,13,0.2198
g12499i,13,0.2198
g12508i,13,0.2198
g12509i,13,0.2198
g12510i,13,0.2198
g12511i,13,0.2198
g12517i,13,0.2198
g12518i,13,0.2198
g12519i,13,0.2198
g12521i,13,0.2198
g12522i,13,0.2198
g12533i,13,0.2198
g12534i,13,0.2198
g12557i,13,0.2198
g12558i,13,0.2198
g12559i,13,0.2198
g12560i,13,0.2198
g12589i,13,0.6656
g12590i,13,0.6656
g12624i,13,0.6656
g12625i,13,0.6656
g12626i,13,0.6656
g12627i,13,0.6656
g12628i,13,0.6656
g12629i,13,0.6656
g12630i,13,0.6656
g12650i,13,0.6656
g12651i,13,0.6656
g12652i,13,0.6656
g12653i,13,0.6656
g12654i,13,0.6656
g12655i,13,0.6656
g12660i,13,0.6067
g12661i,13,0.6067
g12662i,13,0.6067
g12663i,13,0.6067
g12664i,13,0.6067
g12665i,13,0.6067
g12666i,13,0.6067
g12667i,13,0.6067
g12668i,13,0.6067
g12669i,13,0.6067
g12679i,13,0.6067
g12680i,13,0.6067
g12681i,13,0.6067
g12682i,13,0.6067
g12683i,13,0.6067
g12690i,13,0.6067
g12691i,13,0.6067
g12692i,13,0.6067
g12696i,13,0.6067
g12697i,13,0.6067
g12698i,13,0.6067
g12699i,13,0.6067
g12702i,13,0.6067
g12703i,13,0.6067
g12704i,13,0.6067
g12705i,13,0.6067
g12706i,13,0.6067
g12707i,13,0.6067
g12708i,13,0.6067
g12709i,13,0.6067
g12710i,13,0.6067
g12714i,13,0.6067
g12715i,13,0.6067
g12716i,13,0.6067
g12718i,13,0.6067
g12719i,13,0.6067
g12720i,13,0.6067
g12721i,13,0.6067
g12722i,13,0.6067
g12723i,13,0.6067
g12724i,13,0.6067
g12729i,13,0.6067
g12730i,13,0.6067
g12731i,13,0.6067
g12735i,13,0.6067
g12736i,13,0.6067
g12737i,13,0.6067
g12746i,13,0.6067
g12747i,13,0.6067
g12748i,13,0.6067
g12749i,13,0.6067
g12750i,13,0.6067
g12755i,13,0.6067
g12756i,13,0.6067
g12757i,13,0.6067
g12759i,13,0.6067
g12760i,13,0.6067
g12761i,13,0.6067
g12762i,13,0.6067
g12763i,13,0.6067
g12764i,13,0.6067
g12765i,13,0.6067
g12766i,13,0.6067
g12767i,13,0.6067
g12768i,13,0.6067
g12769i,13,0.6067
g12770i,13,0.6067
g12771i,13,0.6067
g12774i,13,0.6067
g12775i,13,0.6067
g12776i,13,0.6067
g12777i,13,0.6067
g12782i,13,0.4294
g12783i,13,0.4294
g12784i,13,0.4294
g12785i,13,0.4294
g12786i,13,0.4294
g12791i,13,0.4294
g12792i,13,0.4294
g12793i,13,0.4294
g12798i,13,0.4294
g12799i,13,0.4294
g12800i,13,0.4294
g12801i,13,0.4294
g12802i,13,0.4294
g12803i,13,0.4294
g12804i,13,0.4294
g12805i,13,0.4294
g12806i,13,0.4294
g12807i,13,0.4294
g12808i,13,0.4294
g12809i,13,0.4294
g12812i,13,0.4294
g12813i,13,0.4294
g12814i,13,0.4294
g12815i,13,0.4294
g12816i,13,0.4294
g12817i,13,0.4294
g12818i,13,0.4294
g12819i,13,0.4294
g12823i,13,0.4294
g12824i,13,0.4294
g12825i,13,0.4294
g12826i,13,0.4294
g12827i,13,0.4294
g12828i,13,0.4294
g12839i,13,0.4294
g12840i,13,0.4294
g12841i,13,0.4294
g12842i,13,0.4294
g12843i,13,0.4294
g12844i,13,0.4294
g12845i,13,0.4294
g12846i,13,0.4294
g12847i,13,0.4294
g12848i,13,0.4294
g12849i,13,0.4294
g12850i,13,0.4294
g12855i,13,0.4294
g12856i,13,0.4294
g12857i,13,0.4294
g12858i,13,0.4294
g12859i,13,0.4294
g12860i,13,0.4294
g12861i,13,0.4294
g12862i,13,0.4294
g12863i,13,0.4294
g10390i,14,0.4432
g10391i,14,0.4432
g10392i,14,0.4432
g10393i,14,0.4432
g10394i,14,0.4432
g10395i,14,0.4432
g10396i,14,0.4432
g10398i,14,0.4432
g10399i,14,0.4432
g10402i,14,0.4432
g10403i,14,0.4432
g10404i,14,0.4432
g10405i,14,0.4432
g10406i,14,0.4432
g10407i,14,0.4432
g10408i,14,0.4432
g10409i,14,0.4432
g10410i,14,0.4432
g10411i,14,0.4432
g10412i,14,0.4432
g10413i,14,0.4432
g10414i,14,0.4432
g10415i,14,0.4432
g10416i,14,0.4432
g10417i,14,0.4432
g10418i,14,0.4432
g10419i,14,0.4432
g10420i,14,0.4432
g10421i,14,0.4432
g10422i,14,0.4432
g10425i,14,0.4432
g10426i,14,0.4432
g10427i,14,0.4432
g10429i,14,0.4432
g10430i,14,0.4432
g10431i,14,0.4432
g10432i,14,0.4432
g10433i,14,0.4432
g10434i,14,0.4432
g10435i,14,0.4432
g10436i,14,0.4432
g10437i,14,0.4432
g10438i,14,0.4432
g10439i,14,0.4432
g10440i,14,0.4432
g10443i,14,0.4432
g10444i,14,0.4432
g10445i,14,0.4432
g10446i,14,0.4432
g10449i,14,0.4432
g10450i,14,0.4432
g10464i,14,0.4432
g10465i,14,0.4432
g10466i,14,0.4432
g10467i,14,0.4432
g10468i,14,0.4432
g10469i,14,0.4432
g10471i,14,0.4432
g10472i,14,0.4432
g10476i,14,0.4432
g10477i,14,0.4432
g10478i,14,0.4432
g10479i,14,0.4432
g10480i,14,0.4432
g10481i,14,0.4432
g10485i,14,0.4432
g10486i,14,0.4432
g10487i,14,0.4432
g10488i,14,0.4432
g10489i,14,0.4432
g10490i,14,0.4432
g10491i,14,0.4432
g10492i,14,0.4432
g10493i,14,0.4432
g10494i,14,0.4432
g10495i,14,0.4432
g10496i,14,0.4432
g10499i,14,0.4432
g10500i,14,0.4432
g10501i,14,0.4432
g10502i,14,0.4432
g10503i,14,0.4432
g10504i,14,0.4432
g10506i,14,0.4432
g10507i,14,0.4432
g10508i,14,0.4432
g10509i,14,0.4432
g10510i,14,0.4432
g10511i,14,0.4432
g10512i,14,0.4432
g10513i,14,0.4432
g10520i,14,0.4432
g10521i,14,0.4432
g10523i,14,0.4432
g10524i,14,0.4432
g10525i,14,0.4432
g10526i,14,0.4432
g10527i,14,0
g10528i,14,0.4432
g10529i,14,0.4432
g10530i,14,0.4432
g10531i,14,0.4432
g10532i,14,0.4432
g10533i,14,0.4432
g10536i,14,0.4432
g10537i,14,0.4432
g10542i,14,0.4432
g10543i,14,0.4432
g10547i,14,0.4432
g10548i,14,0.4432
g10549i,14,0.4432
g10550i,14,0.4432
g10551i,14,0.4432
g10552i,14,0.4432
g10553i,14,0.4432
g10554i,14,0.4432
g10555i,14,0.4432
g10556i,14,0.4432
g10557i,14,0.4432
g10558i,14,0.4432
g10561i,14,0.4432
g10562i,14,0.4432
g10563i,14,0.4432
g10565i,14,0.4432
g10566i,14,0.4432
g10567i,14,0.4432
g10568i,14,0.4432
g10576i,14,0.4432
g10577i,14,0.4432
g10578i,14,0.4432
g10579i,14,0.4432
g10580i,14,0.4432
g10581i,14,0.4432
g10584i,14,0.4432
g10585i,14,0.4432
g10586i,14,0.4432
g10587i,14,0.4432
g10588i,14,0.4432
g10589i,14,0.4432
g10590i,14,0.4432
g10591i,14,0.4432
g10592i,14,0.4432
g10593i,14,0.4432
g10594i,14,0.4432
g10595i,14,0.4432
g10596i,14,0.4432
g10597i,14,0.4432
g10598i,14,0.4432
g10606i,14,0.4432
g10607i,14,0.4432
g10608i,14,0.4432
g10609i,14,0.4432
g10610i,14,0.4432
g10611i,14,0.4432
g10612i,14,0.4432
g10613i,14,0.4432
g10614i,14,0.4432
g10615i,14,0.4432
g10619i,14,0.4432
g10620i,14,0.4432
g10621i,14,0.4432
g10622i,14,0.4432
g10633i,14,0.4432
g10634i,14,0.4432
g10635i,14,0.4432
g10636i,14,0.4432
g10637i,14,0.4432
g10638i,14,0.4432
g10639i,14,0.3535
g10640i,14,0.3535
g10641i,14,0.3535
g10643i,14,0.3535
g10644i,14,0.3535
g10645i,14,0.3535
g10654i,14,0.3535
g10655i,14,0.3535
g10656i,14,0.3535
g10657i,14,0.3535
g10658i,14,0.3535
g10659i,14,0.3535
g10663i,14,0.3535
g10664i,14,0.3535
g10665i,14,0.3535
g10669i,14,0.3535
g10670i,14,0.3535
g10671i,14,0.3535
g10672i,14,0.3535
g10673i,14,0.3535
g10674i,14,0.3535
g10679i,14,0.3535
g10680i,14,0.3535
g10691i,14,0.3535
g10692i,14,0.3535
g10693i,14,0.3535
g10695i,14,0.3535
g10696i,14,0.3535
g10701i,14,0.3535
g10702i,14,0.3535
g10703i,14,0.3535
g10704i,14,0.3535
g10728i,14,0.3535
g10729i,14,0.3535
g10730i,14,0.3535
g10731i,14,0.3535
g10732i,14,0.3535
g10733i,14,0.3535
g10734i,14,0.3535
g10735i,14,0.3535
g10736i,14,0.3535
g10737i,14,0.3535
g10739i,14,0.3535
g10740i,14,0.3535
g10741i,14,0.3535
g10742i,14,0.3535
g10743i,14,0.3535
g10744i,14,0.3535
g10745i,14,0.3535
g10746i,14,0.3535
g10747i,14,0.3535
g10749i,14,0.3535
g10750i,14,0.3535
g10751i,14,0.3535
g10757i,14,0.3535
g10758i,14,0.3535
g10759i,14,0.3535
g10760i,14,0.3535
g10761i,14,0.3535
g10762i,14,0.3535
g10766i,14,0.3535
g10779i,14,0.3535
g10780i,14,0.3535
g10781i,14,0.3535
g10782i,14,0.3535
g10783i,14,0.3535
g10784i,14,0.3535
g10785i,14,0.3535
g10786i,14,0.3535
g10787i,14,0.3535
g10788i,14,0.3535
g10791i,14,0.3535
g10792i,14,0.3535
g10793i,14,0.3535
g10794i,14,0.3535
g10795i,14,0.3535
g10796i,14,0.3535
g10797i,14,0.3535
g10798i,14,0.3535
g10799i,14,0.3535
g10800i,14,0.3535
g10801i,14,0.3535
g10802i,14,0.3535
g10805i,14,0.3535
g10816i,14,0.4361
g10817i,14,0.4361
g10820i,14,0.4361
g10830i,14,0.4361
g10831i,14,0.4361
g10832i,14,0.4361
g10833i,14,0.4361
g10834i,14,0.4361
g10835i,14,0.4361
g10836i,14,0.4361
g10837i,14,0.4361
g10838i,14,0.4361
g10839i,14,0.4361
g10840i,14,0.4361
g10841i,14,0.4361
g10842i,14,0.4361
g10843i,14,0.4361
g10846i,14,0.4361
g10847i,14,0.4361
g10848i,14,0.4361
g10849i,14,0.4361
g10853i,14,0.4361
g10854i,14,0.4361
g10855i,14,0.4361
g10856i,14,0.4361
g10857i,14,0.4361
g10861i,14,0.4361
g10862i,14,0.4361
g10863i,14,0.4361
g10864i,14,0.4361
g10868i,14,0.4361
g10869i,14,0.4361
g10870i,14,0.4361
g10873i,14,0.4361
g10874i,14,0.4361
g10875i,14,0.4361
g10876i,14,0.4361
g10877i,14,0.4361
g10878i,14,0.4361
g10879i,14,0.4361
g10880i,14,0.4361
g10881i,14,0.4361
g10882i,14,0.4361
g10883i,14,0.4361
g10884i,14,0.4361
g10885i,14,0.4361
g10886i,14,0.4361
g10887i,14,0.4361
g10888i,14,0.4361
g10889i,14,0.4361
g10890i,14,0.4361
g10891i,14,0.4361
g10892i,14,0.4361
g10893i,14,0.4361
g10894i,14,0.4361
g10895i,14,0.4361
g10896i,14,0.4361
g10897i,14,0.4361
g10898i,14,0.4361
g10899i,14,0.4361
g10900i,14,0.4361
g10901i,14,0.4361
g10902i,14,0.4361
g10905i,14,0.4361
g10906i,14,0.4361
g10907i,14,0.4361
g10908i,14,0.4361
g10909i,14,0.4361
g10910i,14,0.4361
g10911i,14,0.4361
g10912i,14,0.4361
g10913i,14,0.4361
g10914i,14,0.4361
g10915i,14,0.4361
g10916i,14,0.4361
g10926i,14,0.4361
g10927i,14,0.4361
g10928i,14,0.4361
g10929i,14,0.4361
g10930i,14,0.4361
g10931i,14,0.4361
g10932i,14,0.4361
g10933i,14,0.4361
g10934i,14,0.4361
g10942i,14,0.4361
g10945i,14,0.4361
g10946i,14,0.4361
g10947i,14,0.4361
g10954i,14,0.4361
g10961i,14,0.4361
g10962i,14,0.4361
g10963i,14,0.4361
g10964i,14,0.4361
g10971i,14,0.4361
g10972i,14,0.4361
g10983i,14,0.4361
g10984i,14,0.4361
g10993i,14,0.4361
g10994i,14,0.4361
g10995i,14,0.4361
g10996i,14,0.4361
g10997i,14,0.4361
g11000i,14,0.4361
g11001i,14,0.4361
g11002i,14,0.4361
g11003i,14,0.4361
g11004i,14,0.4361
g11017i,14,0.4361
g11018i,14,0.4361
g11019i,14,0.4361
g11020i,14,0.4361
g11021i,14,0.4361
g11022i,14,0.4361
g11023i,14,0.4361
g11024i,14,0.4361
g11025i,14,0.4361
g11026i,14,0.4361
g11027i,14,0.4361
g11028i,14,0.4361
g11140i,14,0.4361
g11141i,14,0.4361
g11142i,14,0.4361
g11143i,14,0.436
g11144i,14,0.436
g11145i,14,0.436
g11146i,14,0.436
g11147i,14,0.436
g11148i,14,0.4361
g11149i,14,0.4361
g11150i,14,0.4361
g11159i,14,0.4361
g11160i,14,0.4361
g11161i,14,0.4361
g11162i,14,0.4361
g11163i,14,0.4361
g11164i,14,0.4361
g11173i,14,0.4361
g11174i,14,0.4361
g11175i,14,0.4361
g11176i,14,0.4361
g11181i,14,0.4361
g11182i,14,0.4361
g11183i,14,0.4361
g11184i,14,0.4361
g11185i,14,0.4361
g11191i,14,0.4361
g11192i,14,0.4361
g11193i,14,0.4361
g11194i,14,0.4361
g11195i,14,0.4361
g11196i,14,0.4361
g11197i,14,0.4361
g11203i,14,0.4361
g11204i,14,0.4361
g11205i,14,0.4361
g11212i,14,0.4361
g11213i,14,0.4361
g11214i,14,0.4361
g11215i,14,0.4361
g11221i,14,0.4361
g11222i,14,0.4361
g11223i,14,0.436
g11224i,14,0.436
g11225i,14,0.436
g11226i,14,0.436
g11227i,14,0.4361
g11228i,14,0.436
g11231i,14,0.4361
g11236i,14,0.4361
g11237i,14,0.4361
g11238i,14,0.4361
g11239i,14,0.4361
g11240i,14,0.4361
g11258i,14,0.4361
g11267i,14,0.4361
g11268i,14,0.4361
g11269i,14,0.4361
g11270i,14,0.4361
g11273i,14,0.4361
g11278i,14,0.4361
g11279i,14,0.4361
g11280i,14,0.4361
g11293i,14,0.4361
g11294i,14,0.4361
g11295i,14,0.4361
g11296i,14,0.4361
g11297i,14,0.436
g11298i,14,0.4361
g11299i,14,0.4361
g11300i,14,0.4361
g11301i,14,0.4361
g11302i,14,0.4361
g11303i,14,0.4361
g11314i,14,0.4361
g11315i,14,0.4361
g11316i,14,0.4361
g11317i,14,0.4361
g11318i,14,0.4361
g11319i,14,0.4361
g11320i,14,0.4361
g11329i,14,0.4361
g11330i,14,0.4361
g11331i,14,0.4361
g11332i,14,0.4361
g11423i,14,0.4361
g11424i,14,0.4361
g11425i,14,0.4361
g11426i,14,0.4361
g11545i,14,0.4361
g11546i,14,0.4361
g11547i,14,0.4361
g11608i,14,0.4361
g11609i,14,0.4361
g11610i,14,0.4361
g11611i,14,0.4361
g11612i,14,0.4361
g11613i,14,0.4361
g11614i,14,0.4361
g11615i,14,0.4361
g11616i,14,0.4361
g11617i,14,0.4361
g11618i,14,0.4361
g11619i,14,0.4361
g11620i,14,0.4361
g11628i,14,0.4361
g11629i,14,0.4361
g11630i,14,0.4361
g11631i,14,0.4361
g11632i,14,0.4361
g11633i,14,0.4361
g11634i,14,0.4361
g11755i,14,0.4361
g11756i,14,0.4361
g11757i,14,0.4361
g11758i,14,0.4361
g11759i,14,0.4361
g11760i,14,0.4361
g11774i,14,0.4361
g11775i,14,0.4361
g11776i,14,0.4361
g11785i,14,0.4361
g11786i,14,0.4361
g11787i,14,0.4361
g11788i,14,0.4361
g11838i,14,0.4361
g11839i,14,0.4361
g11843i,14,0.4361
g11844i,14,0.4361
g11845i,14,0.4361
g11846i,14,0.4361
g12051i,14,0.2327
g12052i,14,0.2327
g12053i,14,0.2327
g12054i,14,0.2327
g12055i,14,0.2327
g12056i,14,0.2327
g12075i,14,0.384
g12077i,14,0.384
g12078i,14,0.384
g12079i,14,0.384
g12080i,14,0.384
g12091i,14,0.384
g12092i,14,0.384
g12093i,14,0.384
g12094i,14,0.384
g12095i,14,0.384
g12118i,14,0.384
g12119i,14,0.384
g12217i,14,0.384
g12218i,14,0.384
g12219i,14,0.384
g12220i,14,0.384
g12221i,14,0.384
g12222i,14,0.384
g12232i,14,0.384
g12235i,14,0.384
g12236i,14,0.384
g12237i,14,0.384
g12238i,14,0.384
g12254i,14,0.384
g12255i,14,0.384
g12256i,14,0.384
g12257i,14,0.384
g12258i,14,0.384
g12259i,14,0.384
g12292i,14,0.4194
g12293i,14,0.4194
g12342i,14,0.4194
g12343i,14,0.4194
g12344i,14,0.4194
g12349i,14,0.2611
g12350i,14,0.2611
g12351i,14,0.2611
g12352i,14,0.2611
g12353i,14,0.2611
g12354i,14,0.2611
g12455i,14,0.2243
g12472i,14,0.2243
g12473i,14,0.2243
g12474i,14,0.2243
